chromosome,start,end,gene,depth,log2,weight,log2c_auto,cell_line,gene_symbol,target_bin_width,gene_overlap_bp,normal_n,normal_min_depth,normal_median_depth,normal_max_depth
chr17,31350128,31350370,chr17:29677147-29677388,83.9339,-0.411918,0.940402,-0.3819926485468687,TOV112D,NF1,242,242,5,104.938,190.202,224.236
chr17,31352213,31352436,chr17:29679232-29679454,54.0897,0.882689,0.840826,0.9126143514531312,TOV112D,NF1,223,223,5,20.3857,37.2601,50.991
chr17,31356398,31356640,chr17:29683417-29683658,138.103,0.471986,0.927878,0.5019113514531314,TOV112D,NF1,242,242,5,96.3967,158.793,270.541
chr17,31356902,31357144,chr17:29683921-29684162,51.6653,-0.828942,0.913284,-0.7990166485468686,TOV112D,NF1,242,242,5,113.103,144.719,159.682
chr17,31357256,31357379,chr17:29684275-29684397,86.9919,-0.565804,0.848101,-0.5358786485468686,TOV112D,NF1,123,123,5,132.48,267.049,285.52
chr17,31358428,31358670,chr17:29685447-29685688,102.198,-0.36343,0.898544,-0.3335046485468687,TOV112D,NF1,242,242,5,140.702,213.752,269.293
chr17,31358899,31359051,chr17:29685918-29686069,74.8684,-0.169416,0.810794,-0.1394906485468687,TOV112D,NF1,152,152,5,64.6711,96.4211,104.263
chr17,31360472,31360714,chr17:29687491-29687732,129.066,0.0167341,0.825998,0.0466594514531313,TOV112D,NF1,242,242,5,142.748,181.244,222.855
chr17,31367189,31367311,chr17:29694208-29694329,70.7213,0.0248484,0.804611,0.0547737514531313,TOV112D,NF1,122,122,5,88.0,92.1885,124.221
chr17,31373961,31374218,chr17:29700980-29701493,94.607,0.446204,0.947093,0.4761293514531313,TOV112D,NF1,257,257,5,47.0272,60.5019,118.914
chr17,31374218,31374475,chr17:29700980-29701493,86.2023,0.473437,0.873909,0.5033623514531314,TOV112D,NF1,257,257,5,89.6148,96.1245,128.712
chr17,31374646,31374748,chr17:29701665-29701766,247.127,0.333795,0.284037,0.3637203514531313,TOV112D,NF1,102,102,5,195.686,239.382,280.794
chr17,31375020,31375122,chr17:29702039-29702140,343.098,1.56551,0.622828,1.5954353514531312,TOV112D,NF1,102,102,5,109.245,241.353,291.127
chr17,31375302,31375404,chr17:29702321-29702422,147.373,0.3931,0.730911,0.4230253514531313,TOV112D,NF1,102,102,5,68.3137,210.657,356.618
chr17,31375541,31375643,chr17:29702560-29702661,252.392,0.721259,0.914067,0.7511843514531313,TOV112D,NF1,102,102,5,99.049,202.637,259.98
chr17,31377078,31377179,chr17:29704097-29704197,98.6139,0.829219,0.734837,0.8591443514531314,TOV112D,NF1,101,101,5,43.6634,91.4455,132.485
chr17,31377370,31377566,chr17:29704389-29704584,43.3622,-0.615759,0.900003,-0.5858336485468686,TOV112D,NF1,196,196,5,62.1633,104.48,138.383
chr17,31377605,31377707,chr17:29704624-29704725,61.4314,-0.561318,0.895574,-0.5313926485468686,TOV112D,NF1,102,102,5,85.9412,151.176,164.716
chr17,31381785,31381975,chr17:29708804-29708993,72.3895,0.627743,0.742348,0.6576683514531314,TOV112D,NF1,190,190,5,41.6632,54.7579,98.8579
chr9,21967451,21967752,chr9:21967150-21967751,34.4983,-0.681297,0.8766,-0.6513716485468687,TOV112D,CDKN2A,301,301,5,48.7076,97.0997,118.535
chr9,21968143,21968295,chr9:21968143-21968294,99.2303,0.80138,0.925627,0.8313053514531313,TOV112D,CDKN2A,152,152,5,4.55921,9.89474,59.4868
chr9,21968696,21968798,chr9:21968696-21968797,54.902,2.42784,0.215172,2.4577653514531317,TOV112D,CDKN2A,102,102,5,5.51961,9.5098,27.8922
chr9,21974439,21974739,chr9:21974439-21975039,58.2567,-0.862982,0.265232,-0.8330566485468687,TOV112D,CDKN2A,300,300,5,1.22667,2.89333,22.39
chr19,29817087,29817329,chr19:30307995-30308236,82.3636,0.343993,0.892341,0.2479956103448274,TOV1369,CCNE1,242,242,5,10.9711,25.4339,80.4008
chr19,29817351,29817593,chr19:30308259-30308500,115.107,0.569732,0.889369,0.4737346103448275,TOV1369,CCNE1,242,242,5,76.9504,137.343,152.207
chr19,29820622,29820894,chr19:30311530-30311801,79.6765,-0.174031,0.87002,-0.2700283896551725,TOV1369,CCNE1,272,272,5,91.9485,139.25,169.717
chr19,29821707,29821829,chr19:30312615-30312736,78.3934,-0.133638,0.87938,-0.2296353896551725,TOV1369,CCNE1,122,122,5,109.623,140.541,154.148
chr19,29821940,29822182,chr19:30312848-30313089,60.5248,-0.182129,0.929485,-0.2781263896551725,TOV1369,CCNE1,242,242,5,44.6488,77.3058,114.091
chr19,29822229,29822361,chr19:30313137-30313268,133.553,-0.337149,0.571968,-0.4331463896551725,TOV1369,CCNE1,132,132,5,176.174,269.045,421.75
chr19,29822402,29822644,chr19:30313310-30313551,119.455,0.124688,0.762458,0.0286906103448274,TOV1369,CCNE1,242,242,5,25.8802,61.7975,164.149
chr11,69643789,69644031,chr11:69458558-69458799,65.5868,1.17383,0.715657,1.0778326103448277,TOV1369,CCND1,242,242,5,0.0,0.834711,2.02479
chr11,69647945,69648187,chr11:69462714-69462955,28.3967,-0.153279,0.867761,-0.2492763896551725,TOV1369,CCND1,242,242,5,0.702479,1.2562,4.41736
chr11,69652140,69652348,chr11:69466909-69467116,77.9856,1.09565,0.496882,0.9996526103448276,TOV1369,CCND1,208,208,5,33.5433,56.1875,77.1394
chr17,39708275,39708547,chr17:37864529-37864800,88.2243,0.990227,0.690326,0.8942296103448275,TOV1369,ERBB2,272,272,5,0.0,0.606618,6.60294
chr17,39709232,39709504,chr17:37865486-37865757,57.6838,0.115751,0.684706,0.0197536103448274,TOV1369,ERBB2,272,272,5,2.16544,5.38971,36.9375
chr17,39709784,39709906,chr17:37866038-37866159,9.27049,-2.21151,0.120371,-2.3075073896551728,TOV1369,ERBB2,122,122,5,0.0,0.622951,8.81967
chr17,39711835,39712058,chr17:37868089-37868757,54.6547,-0.0640027,0.668822,-0.1600000896551725,TOV1369,ERBB2,223,223,5,4.38565,5.25561,60.0852
chr17,39712281,39712504,chr17:37868089-37868757,57.3318,0.237654,0.795187,0.1416566103448275,TOV1369,ERBB2,223,223,5,0.0,3.49327,27.5874
chr17,39715230,39715382,chr17:37871484-37871635,36.4342,-0.426158,0.347336,-0.5221553896551725,TOV1369,ERBB2,152,152,5,0.0,1.40789,7.72368
chr17,39717247,39717519,chr17:37873501-37873772,52.3419,1.04791,0.624349,0.9519126103448274,TOV1369,ERBB2,272,272,5,0.286765,0.996324,3.875
chr17,39719718,39719870,chr17:37875972-37876123,59.6447,-0.507438,0.240872,-0.6034353896551725,TOV1369,ERBB2,152,152,5,3.30263,5.05263,77.0461
chr17,39723868,39724020,chr17:37880122-37880273,100.296,1.29654,0.489861,1.2005426103448276,TOV1369,ERBB2,152,152,5,6.07237,18.8158,85.5987
chr17,39724696,39724938,chr17:37880950-37881191,32.595,-0.814036,0.0850647,-0.9100333896551724,TOV1369,ERBB2,242,242,5,2.05785,5.22314,15.0289
chr17,39725004,39725246,chr17:37881258-37881499,36.4215,0.194743,0.710034,0.0987456103448274,TOV1369,ERBB2,242,242,5,1.1281,2.57438,7.86777
chr17,39727238,39727600,chr17:37883492-37883853,63.1685,0.488678,0.79372,0.3926806103448275,TOV1369,ERBB2,362,362,5,0.0,0.544199,0.709945
chr19,40232303,40232404,chr19:40738211-40738311,90.5743,0.775923,0.824409,0.6799256103448275,TOV1369,AKT2,101,101,5,9.20792,12.2079,65.7129
chr19,40234870,40235157,chr19:40740778-40741064,42.7387,-0.0136658,0.566736,-0.1096631896551725,TOV1369,AKT2,287,287,5,0.379791,1.87456,4.31707
chr19,40236198,40236440,chr19:40742106-40742347,45.5785,0.271873,0.748209,0.1758756103448274,TOV1369,AKT2,242,242,5,1.59504,2.15702,11.5785
chr19,40255146,40255279,chr19:40761054-40761186,13.8722,-0.701196,0.10399,-0.7971933896551726,TOV1369,AKT2,133,133,5,0.661654,1.21805,7.56391
chr19,40256867,40257109,chr19:40762775-40763016,51.2355,0.158332,0.317401,0.0623346103448274,TOV1369,AKT2,242,242,5,2.17355,10.4421,62.062
chr19,40282516,40282666,chr19:40788424-40788573,10.9533,-0.660693,0.19941,-0.7566903896551724,TOV1369,AKT2,150,150,5,1.88667,4.46,31.46
chr17,31147562,31147664,chr17:29474581-29474682,68.2255,-1.73503,0.819884,-1.8310273896551723,TOV1369,NF1,102,102,5,297.667,532.225,640.539
chr17,31155932,31156174,chr17:29482951-29483192,114.963,0.127121,0.912574,0.0311236103448274,TOV1369,NF1,242,242,5,80.0661,174.165,271.231
chr17,31158959,31159111,chr17:29485978-29486129,43.3816,-0.984386,0.877314,-1.0803833896551724,TOV1369,NF1,152,152,5,52.7566,124.039,183.901
chr17,31163158,31163400,chr17:29490177-29490418,109.744,0.847656,0.816267,0.7516586103448275,TOV1369,NF1,242,242,5,56.9959,92.3306,139.719
chr17,31169880,31170007,chr17:29496899-29497025,75.2756,-0.311839,0.848907,-0.4078363896551725,TOV1369,NF1,127,127,5,96.7717,133.378,166.843
chr17,31181393,31181515,chr17:29508412-29508533,124.877,-0.676923,0.785901,-0.7729203896551726,TOV1369,NF1,122,122,5,151.18,335.475,478.926
chr17,31181685,31181807,chr17:29508704-29508825,131.484,-0.0782977,0.844185,-0.1742950896551725,TOV1369,NF1,122,122,5,126.533,245.713,373.377
chr17,31182464,31182706,chr17:29509483-29509724,64.562,-0.734563,0.918843,-0.8305603896551725,TOV1369,NF1,242,242,5,103.926,220.446,238.074
chr17,31200386,31200628,chr17:29527405-29527646,95.0744,-0.540405,0.918301,-0.6364023896551725,TOV1369,NF1,242,242,5,152.979,271.438,328.351
chr17,31200945,31201217,chr17:29527964-29528235,108.463,-0.984178,0.917925,-1.0801753896551725,TOV1369,NF1,272,272,5,260.254,384.257,432.504
chr17,31201385,31201507,chr17:29528404-29528525,42.6475,0.461432,0.87649,0.3654346103448275,TOV1369,NF1,122,122,5,30.5164,53.2295,70.2131
chr17,31206183,31206425,chr17:29533202-29533443,78.562,-0.57607,0.909106,-0.6720673896551725,TOV1369,NF1,242,242,5,157.277,230.533,248.099
chr17,31214395,31214637,chr17:29541414-29541655,239.599,-0.082492,0.764109,-0.1784893896551725,TOV1369,NF1,242,242,5,195.921,445.198,650.0
chr17,31218994,31219133,chr17:29546013-29546151,114.827,-0.424379,0.485373,-0.5203763896551725,TOV1369,NF1,139,139,5,57.0288,112.849,172.612
chr17,31223353,31223625,chr17:29550372-29550643,79.1985,-0.554016,0.896872,-0.6500133896551725,TOV1369,NF1,272,272,5,73.8897,205.577,291.897
chr17,31225050,31225292,chr17:29552069-29552310,29.8306,-1.16089,0.849172,-1.2568873896551724,TOV1369,NF1,242,242,5,64.8926,140.715,154.397
chr17,31226377,31226739,chr17:29553396-29553757,32.2376,-0.388435,0.943149,-0.4844323896551725,TOV1369,NF1,362,362,5,25.4972,29.3619,71.1989
chr17,31227472,31227624,chr17:29554491-29554642,254.263,-0.783739,0.386616,-0.8797363896551724,TOV1369,NF1,152,152,5,523.553,1073.38,1525.51
chr17,31228972,31229228,chr17:29555991-29556502,61.8516,-0.157463,0.85324,-0.2534603896551725,TOV1369,NF1,256,256,5,49.9688,76.0273,99.5
chr17,31229228,31229484,chr17:29555991-29556502,123.945,-0.780782,0.920982,-0.8767793896551725,TOV1369,NF1,256,256,5,242.711,392.914,459.918
chr17,31229752,31230024,chr17:29556771-29557042,50.4449,-1.63308,0.924697,-1.7290773896551723,TOV1369,NF1,272,272,5,185.717,300.026,338.89
chr17,31230198,31230440,chr17:29557217-29557458,123.967,-1.03288,0.922044,-1.1288773896551725,TOV1369,NF1,242,242,5,218.868,399.174,579.876
chr17,31230821,31230943,chr17:29557840-29557961,517.664,-0.684803,0.882492,-0.7808003896551725,TOV1369,NF1,122,122,5,768.557,1578.57,1985.34
chr17,31232062,31232250,chr17:29559081-29559268,75.266,-0.371571,0.853975,-0.4675683896551725,TOV1369,NF1,188,188,5,136.559,167.782,206.84
chr17,31232668,31232910,chr17:29559687-29559928,62.343,0.0458782,0.565045,-0.0501191896551725,TOV1369,NF1,242,242,5,63.6694,69.1364,158.802
chr17,31232985,31233227,chr17:29560004-29560245,81.0,-0.782312,0.778318,-0.8783093896551726,TOV1369,NF1,242,242,5,155.227,217.169,245.959
chr17,31235569,31235811,chr17:29562588-29562829,64.5992,-1.08417,0.908946,-1.1801673896551723,TOV1369,NF1,242,242,5,157.368,251.876,264.14
chr17,31235907,31236031,chr17:29562926-29563049,64.9113,-1.119,0.840231,-1.2149973896551725,TOV1369,NF1,124,124,5,158.121,251.202,355.718
chr17,31248929,31249171,chr17:29575948-29576189,54.8926,-0.487378,0.879429,-0.5833753896551725,TOV1369,NF1,242,242,5,69.876,146.128,156.554
chr17,31249916,31250018,chr17:29576935-29577036,70.6176,-0.170743,0.705625,-0.2667403896551725,TOV1369,NF1,102,102,5,79.4314,148.49,199.961
chr17,31252906,31253028,chr17:29579925-29580046,36.9918,-0.553108,0.757844,-0.6491053896551726,TOV1369,NF1,122,122,5,43.0082,89.6803,135.623
chr17,31258300,31258542,chr17:29585319-29585560,122.888,-0.136735,0.846913,-0.2327323896551725,TOV1369,NF1,242,242,5,167.636,286.988,356.826
chr17,31259018,31259140,chr17:29586037-29586158,57.8443,-0.58125,0.906905,-0.6772473896551725,TOV1369,NF1,122,122,5,83.7377,165.795,207.164
chr17,31260319,31260561,chr17:29587338-29587579,106.905,-0.447974,0.825326,-0.5439713896551726,TOV1369,NF1,242,242,5,148.616,299.942,372.831
chr17,31261661,31261903,chr17:29588680-29588921,87.595,-0.53627,0.851508,-0.6322673896551725,TOV1369,NF1,242,242,5,190.021,242.31,322.103
chr17,31265218,31265349,chr17:29592237-29592367,149.183,-0.296094,0.783805,-0.3920913896551725,TOV1369,NF1,131,131,5,179.947,313.992,528.069
chr17,31294947,31295235,chr17:29621966-29623407,62.5069,-0.814937,0.815735,-0.9109343896551724,TOV1369,NF1,288,288,5,129.615,188.194,243.392
chr17,31295235,31295523,chr17:29621966-29623407,50.4201,-1.58258,0.795321,-1.6785773896551726,TOV1369,NF1,288,288,5,204.576,299.396,312.427
chr17,31295523,31295812,chr17:29621966-29623407,54.8616,-1.90776,0.937929,-2.0037573896551724,TOV1369,NF1,289,289,5,224.332,432.692,515.498
chr17,31295812,31296100,chr17:29621966-29623407,44.5694,-0.587095,0.848388,-0.6830923896551726,TOV1369,NF1,288,288,5,62.1806,133.323,154.149
chr17,31296100,31296389,chr17:29621966-29623407,78.1073,-0.0830679,0.933164,-0.1790652896551725,TOV1369,NF1,289,289,5,91.045,173.263,183.927
chr17,31304213,31304501,chr17:29631232-29632673,39.434,-1.21274,0.911358,-1.3087373896551724,TOV1369,NF1,288,288,5,124.743,171.812,194.816
chr17,31304501,31304789,chr17:29631232-29632673,30.2917,-1.80838,0.884372,-1.9043773896551728,TOV1369,NF1,288,288,5,146.944,220.306,280.847
chr17,31304789,31305078,chr17:29631232-29632673,44.1315,-1.31313,0.908843,-1.4091273896551724,TOV1369,NF1,289,289,5,126.592,216.028,279.522
chr17,31305078,31305366,chr17:29631232-29632673,112.67,-0.683369,0.594794,-0.7793663896551726,TOV1369,NF1,288,288,5,224.062,324.983,508.771
chr17,31305366,31305655,chr17:29631232-29632673,85.263,-0.908207,0.837857,-1.0042043896551724,TOV1369,NF1,289,289,5,206.965,314.654,324.356
chr17,31318240,31318520,chr17:29645259-29646100,46.5607,-0.756528,0.937328,-0.8525253896551725,TOV1369,NF1,280,280,5,83.3071,119.311,151.975
chr17,31318520,31318801,chr17:29645259-29646100,72.4733,-0.52184,0.902947,-0.6178373896551725,TOV1369,NF1,281,281,5,94.4021,234.52,262.37
chr17,31318801,31319082,chr17:29645259-29646100,98.1459,-0.331365,0.830846,-0.4273623896551725,TOV1369,NF1,281,281,5,121.068,290.886,333.235
chr17,31320350,31320489,chr17:29647369-29647507,36.0504,-0.359584,0.798492,-0.4555813896551725,TOV1369,NF1,139,139,5,53.1295,80.1007,110.432
chr17,31325793,31326034,chr17:29652812-29653293,45.6266,-0.45513,0.742376,-0.5511273896551725,TOV1369,NF1,241,241,5,83.8755,97.6722,137.51
chr17,31326034,31326275,chr17:29652812-29653293,27.8133,-0.80727,0.752273,-0.9032673896551726,TOV1369,NF1,241,241,5,18.3402,47.3402,97.1701
chr17,31327486,31327849,chr17:29654505-29654867,57.573,-0.0761459,0.905826,-0.1721432896551725,TOV1369,NF1,363,363,5,40.7769,52.4545,79.0
chr17,31330274,31330516,chr17:29657293-29657534,48.3017,-0.445242,0.928135,-0.5412393896551726,TOV1369,NF1,242,242,5,72.3182,126.86,143.132
chr17,31334812,31335054,chr17:29661831-29662072,45.2231,-1.18706,0.881189,-1.2830573896551725,TOV1369,NF1,242,242,5,120.045,160.628,245.355
chr17,31336288,31336522,chr17:29663307-29663540,38.2564,-1.25267,0.908009,-1.3486673896551724,TOV1369,NF1,234,234,5,91.5385,153.705,202.175
chr17,31336624,31336954,chr17:29663643-29663972,36.6545,-1.39941,0.914192,-1.4954073896551725,TOV1369,NF1,330,330,5,117.079,192.615,205.494
chr17,31337352,31337594,chr17:29664371-29664612,76.5165,-0.110433,0.905981,-0.2064303896551725,TOV1369,NF1,242,242,5,76.8058,137.194,159.921
chr17,31337787,31337909,chr17:29664806-29664927,73.5328,0.00581481,0.871278,-0.0901825796551725,TOV1369,NF1,122,122,5,68.1885,133.566,157.484
chr17,31337981,31338201,chr17:29665000-29665219,86.1409,-0.678202,0.920947,-0.7741993896551724,TOV1369,NF1,220,220,5,200.923,238.691,283.541
chr17,31338692,31338815,chr17:29665711-29665833,59.1382,-0.200453,0.73726,-0.2964503896551725,TOV1369,NF1,123,123,5,39.4553,110.561,149.423
chr17,31340452,31340694,chr17:29667471-29667712,50.7149,-0.60487,0.774393,-0.7008673896551725,TOV1369,NF1,242,242,5,68.2066,138.066,176.57
chr17,31342919,31343191,chr17:29669938-29670209,44.5147,-0.304839,0.775959,-0.4008363896551725,TOV1369,NF1,272,272,5,34.7463,92.0294,122.827
chr17,31344217,31344319,chr17:29671236-29671337,109.206,-0.609376,0.286751,-0.7053733896551726,TOV1369,NF1,102,102,5,163.598,211.529,303.745
chr17,31345836,31345957,chr17:29672855-29672975,282.165,0.621293,0.319894,0.5252956103448274,TOV1369,NF1,121,121,5,122.488,304.322,624.719
chr17,31346070,31346252,chr17:29673089-29673270,360.313,0.528601,0.90754,0.4326036103448274,TOV1369,NF1,182,182,5,190.132,335.022,501.044
chr17,31348932,31349033,chr17:29675951-29676051,46.099,-0.923614,0.826923,-1.0196113896551726,TOV1369,NF1,101,101,5,56.0099,129.96,181.079
chr17,31349109,31349305,chr17:29676128-29676323,65.4847,-0.414011,0.889316,-0.5100083896551726,TOV1369,NF1,196,196,5,70.1735,148.02,190.842
chr17,31350128,31350370,chr17:29677147-29677388,76.4215,-0.375364,0.921811,-0.4713613896551725,TOV1369,NF1,242,242,5,104.938,190.202,224.236
chr17,31352213,31352436,chr17:29679232-29679454,38.9058,0.459828,0.821459,0.3638306103448275,TOV1369,NF1,223,223,5,20.3857,37.2601,50.991
chr17,31356398,31356640,chr17:29683417-29683658,88.0289,-0.0753394,0.909286,-0.1713367896551725,TOV1369,NF1,242,242,5,96.3967,158.793,270.541
chr17,31356902,31357144,chr17:29683921-29684162,45.5579,-0.925387,0.894693,-1.0213843896551724,TOV1369,NF1,242,242,5,113.103,144.719,159.682
chr17,31357256,31357379,chr17:29684275-29684397,66.439,-0.88485,0.822023,-0.9808473896551726,TOV1369,NF1,123,123,5,132.48,267.049,285.52
chr17,31358428,31358670,chr17:29685447-29685688,61.2107,-1.10641,0.879952,-1.2024073896551724,TOV1369,NF1,242,242,5,140.702,213.752,269.293
chr17,31358899,31359051,chr17:29685918-29686069,73.9408,-0.0495922,0.787335,-0.1455895896551725,TOV1369,NF1,152,152,5,64.6711,96.4211,104.263
chr17,31360472,31360714,chr17:29687491-29687732,99.6694,-0.294851,0.807406,-0.3908483896551725,TOV1369,NF1,242,242,5,142.748,181.244,222.855
chr17,31367189,31367311,chr17:29694208-29694329,54.0328,-0.222183,0.778427,-0.3181803896551725,TOV1369,NF1,122,122,5,88.0,92.1885,124.221
chr17,31373961,31374218,chr17:29700980-29701493,68.8677,-0.0116883,0.929052,-0.1076856896551725,TOV1369,NF1,257,257,5,47.0272,60.5019,118.914
chr17,31374218,31374475,chr17:29700980-29701493,66.4086,0.0901632,0.855868,-0.0058341896551725,TOV1369,NF1,257,257,5,89.6148,96.1245,128.712
chr17,31374646,31374748,chr17:29701665-29701766,147.98,-0.259025,0.2554,-0.3550223896551725,TOV1369,NF1,102,102,5,195.686,239.382,280.794
chr17,31375020,31375122,chr17:29702039-29702140,280.422,1.43724,0.594191,1.3412426103448276,TOV1369,NF1,102,102,5,109.245,241.353,291.127
chr17,31375302,31375404,chr17:29702321-29702422,131.922,0.332805,0.702274,0.2368076103448275,TOV1369,NF1,102,102,5,68.3137,210.657,356.618
chr17,31375541,31375643,chr17:29702560-29702661,173.951,0.326565,0.88543,0.2305676103448274,TOV1369,NF1,102,102,5,99.049,202.637,259.98
chr17,31377078,31377179,chr17:29704097-29704197,63.0099,0.282059,0.706059,0.1860616103448275,TOV1369,NF1,101,101,5,43.6634,91.4455,132.485
chr17,31377370,31377566,chr17:29704389-29704584,36.8571,-0.836053,0.879345,-0.9320503896551726,TOV1369,NF1,196,196,5,62.1633,104.48,138.383
chr17,31377605,31377707,chr17:29704624-29704725,47.049,-0.850469,0.866937,-0.9464663896551726,TOV1369,NF1,102,102,5,85.9412,151.176,164.716
chr17,31381785,31381975,chr17:29708804-29708993,46.7,0.153406,0.721366,0.0574086103448274,TOV1369,NF1,190,190,5,41.6632,54.7579,98.8579
chr9,21967451,21967752,chr9:21967150-21967751,0.0,-25.7406,0.859929,-25.83659738965517,TOV1369,CDKN2A,301,301,5,48.7076,97.0997,118.535
chr9,21968143,21968295,chr9:21968143-21968294,0.756579,-6.13478,0.902169,-6.230777389655173,TOV1369,CDKN2A,152,152,5,4.55921,9.89474,59.4868
chr9,21968696,21968798,chr9:21968696-21968797,0.0,-23.2269,0.186535,-23.32289738965517,TOV1369,CDKN2A,102,102,5,5.51961,9.5098,27.8922
chr9,21974439,21974739,chr9:21974439-21975039,0.666667,-7.41044,0.248534,-7.506437389655173,TOV1369,CDKN2A,300,300,5,1.22667,2.89333,22.39
chr19,29817087,29817329,chr19:30307995-30308236,91.438,0.287114,0.915163,0.2764842780901487,TOV21G,CCNE1,242,242,5,10.9711,25.4339,80.4008
chr19,29817351,29817593,chr19:30308259-30308500,121.537,0.466263,0.912191,0.4556332780901487,TOV21G,CCNE1,242,242,5,76.9504,137.343,152.207
chr19,29820622,29820894,chr19:30311530-30311801,89.7684,-0.0128457,0.891547,-0.0234754219098512,TOV21G,CCNE1,272,272,5,91.9485,139.25,169.717
chr19,29821707,29821829,chr19:30312615-30312736,83.7295,-0.229162,0.911524,-0.2397917219098513,TOV21G,CCNE1,122,122,5,109.623,140.541,154.148
chr19,29821940,29822182,chr19:30312848-30313089,63.3471,-0.324732,0.952308,-0.3353617219098513,TOV21G,CCNE1,242,242,5,44.6488,77.3058,114.091
chr19,29822229,29822361,chr19:30313137-30313268,139.75,-0.433805,0.60287,-0.4444347219098513,TOV21G,CCNE1,132,132,5,176.174,269.045,421.75
chr19,29822402,29822644,chr19:30313310-30313551,124.541,0.0227492,0.78528,0.0121194780901487,TOV21G,CCNE1,242,242,5,25.8802,61.7975,164.149
chr11,69643789,69644031,chr11:69458558-69458799,73.4132,1.07028,0.738479,1.059650278090149,TOV21G,CCND1,242,242,5,0.0,0.834711,2.02479
chr11,69647945,69648187,chr11:69462714-69462955,35.1116,-0.122796,0.890584,-0.1334257219098513,TOV21G,CCND1,242,242,5,0.702479,1.2562,4.41736
chr11,69652140,69652348,chr11:69466909-69467116,88.101,1.04819,0.521499,1.0375602780901487,TOV21G,CCND1,208,208,5,33.5433,56.1875,77.1394
chr17,39708275,39708547,chr17:37864529-37864800,78.1728,0.589076,0.711853,0.5784462780901487,TOV21G,ERBB2,272,272,5,0.0,0.606618,6.60294
chr17,39709232,39709504,chr17:37865486-37865757,66.2316,0.0543597,0.706233,0.0437299780901487,TOV21G,ERBB2,272,272,5,2.16544,5.38971,36.9375
chr17,39709784,39709906,chr17:37866038-37866159,12.9344,-2.00444,0.152515,-2.0150697219098515,TOV21G,ERBB2,122,122,5,0.0,0.622951,8.81967
chr17,39711835,39712058,chr17:37868089-37868757,60.4753,-0.198635,0.692597,-0.2092647219098513,TOV21G,ERBB2,223,223,5,4.38565,5.25561,60.0852
chr17,39712281,39712504,chr17:37868089-37868757,56.8161,-0.0191213,0.818962,-0.0297510219098512,TOV21G,ERBB2,223,223,5,0.0,3.49327,27.5874
chr17,39715230,39715382,chr17:37871484-37871635,39.1513,-0.656723,0.376133,-0.6673527219098512,TOV21G,ERBB2,152,152,5,0.0,1.40789,7.72368
chr17,39717247,39717519,chr17:37873501-37873772,59.9485,0.913306,0.645876,0.9026762780901488,TOV21G,ERBB2,272,272,5,0.286765,0.996324,3.875
chr17,39719718,39719870,chr17:37875972-37876123,53.8026,-1.00705,0.269669,-1.0176797219098512,TOV21G,ERBB2,152,152,5,3.30263,5.05263,77.0461
chr17,39723868,39724020,chr17:37880122-37880273,119.283,1.19817,0.518658,1.1875402780901487,TOV21G,ERBB2,152,152,5,6.07237,18.8158,85.5987
chr17,39724696,39724938,chr17:37880950-37881191,43.4793,-0.608062,0.107887,-0.6186917219098513,TOV21G,ERBB2,242,242,5,2.05785,5.22314,15.0289
chr17,39725004,39725246,chr17:37881258-37881499,59.624,0.69349,0.732856,0.6828602780901487,TOV21G,ERBB2,242,242,5,1.1281,2.57438,7.86777
chr17,39727238,39727600,chr17:37883492-37883853,43.1519,-0.3256,0.81238,-0.3362297219098513,TOV21G,ERBB2,362,362,5,0.0,0.544199,0.709945
chr19,40232303,40232404,chr19:40738211-40738311,137.05,1.05136,0.859736,1.0407302780901488,TOV21G,AKT2,101,101,5,9.20792,12.2079,65.7129
chr19,40234870,40235157,chr19:40740778-40741064,61.7178,0.287093,0.587694,0.2764632780901487,TOV21G,AKT2,287,287,5,0.379791,1.87456,4.31707
chr19,40236198,40236440,chr19:40742106-40742347,64.3636,0.49004,0.771032,0.4794102780901487,TOV21G,AKT2,242,242,5,1.59504,2.15702,11.5785
chr19,40255146,40255279,chr19:40761054-40761186,24.2857,-0.154732,0.134775,-0.1653617219098513,TOV21G,AKT2,133,133,5,0.661654,1.21805,7.56391
chr19,40256867,40257109,chr19:40762775-40763016,75.8388,0.428122,0.340223,0.4174922780901487,TOV21G,AKT2,242,242,5,2.17355,10.4421,62.062
chr19,40282516,40282666,chr19:40788424-40788573,19.9533,-0.0673291,0.228399,-0.0779588219098512,TOV21G,AKT2,150,150,5,1.88667,4.46,31.46
chr17,31147562,31147664,chr17:29474581-29474682,105.108,-1.37301,0.855038,-1.3836397219098513,TOV21G,NF1,102,102,5,297.667,532.225,640.539
chr17,31155932,31156174,chr17:29482951-29483192,78.8058,-0.468855,0.935397,-0.4794847219098513,TOV21G,NF1,242,242,5,80.0661,174.165,271.231
chr17,31158959,31159111,chr17:29485978-29486129,32.4145,-1.44614,0.906111,-1.4567697219098512,TOV21G,NF1,152,152,5,52.7566,124.039,183.901
chr17,31163158,31163400,chr17:29490177-29490418,76.2686,0.0490002,0.83909,0.0383704780901487,TOV21G,NF1,242,242,5,56.9959,92.3306,139.719
chr17,31169880,31170007,chr17:29496899-29497025,42.0945,-1.1938,0.880411,-1.2044297219098512,TOV21G,NF1,127,127,5,96.7717,133.378,166.843
