ensembl_transcript_id,ensembl_gene_id,external_gene_name,gene_biotype,transcript_id_versioned,gene_id_versioned,seq_region,primary_assembly,transcript_length
ENST00000556609,ENSG00000140025,EFCAB11,protein_coding,ENST00000556609.5,ENSG00000140025.15,14,True,568
ENST00000553871,ENSG00000140025,EFCAB11,protein_coding,ENST00000553871.5,ENSG00000140025.15,14,True,624
ENST00000556078,ENSG00000140025,EFCAB11,protein_coding,ENST00000556078.1,ENSG00000140025.15,14,True,449
ENST00000556639,ENSG00000140025,EFCAB11,protein_coding,ENST00000556639.5,ENSG00000140025.15,14,True,2326
ENST00000555608,ENSG00000140025,EFCAB11,protein_coding,ENST00000555608.5,ENSG00000140025.15,14,True,644
ENST00000550103,ENSG00000140025,EFCAB11,protein_coding,ENST00000550103.2,ENSG00000140025.15,14,True,647
ENST00000538485,ENSG00000140025,EFCAB11,protein_coding,ENST00000538485.6,ENSG00000140025.15,14,True,1870
ENST00000556005,ENSG00000140025,EFCAB11,protein_coding,ENST00000556005.1,ENSG00000140025.15,14,True,1856
ENST00000554761,ENSG00000140025,EFCAB11,protein_coding,ENST00000554761.5,ENSG00000140025.15,14,True,936
ENST00000555430,ENSG00000140025,EFCAB11,protein_coding,ENST00000555430.1,ENSG00000140025.15,14,True,359
ENST00000296452,ENSG00000164061,BSN,protein_coding,ENST00000296452.4,ENSG00000164061.4,3,True,15955
ENST00000467456,ENSG00000164061,BSN,protein_coding,ENST00000467456.1,ENSG00000164061.4,3,True,862
ENST00000630819,ENSG00000274112,SMDT1,protein_coding,ENST00000630819.1,ENSG00000274112.2,CHR_HSCHR22_3_CTG1,False,591
ENST00000615504,ENSG00000274112,SMDT1,protein_coding,ENST00000615504.2,ENSG00000274112.2,CHR_HSCHR22_3_CTG1,False,1567
ENST00000630775,ENSG00000274112,SMDT1,protein_coding,ENST00000630775.1,ENSG00000274112.2,CHR_HSCHR22_3_CTG1,False,556
ENST00000645658,ENSG00000080618,CPB2,protein_coding,ENST00000645658.1,ENSG00000080618.14,13,True,1700
ENST00000181383,ENSG00000080618,CPB2,protein_coding,ENST00000181383.9,ENSG00000080618.14,13,True,1715
ENST00000439329,ENSG00000080618,CPB2,protein_coding,ENST00000439329.5,ENSG00000080618.14,13,True,1577
ENST00000466305,ENSG00000235176,ZNRD1,protein_coding,ENST00000466305.5,ENSG00000235176.6,CHR_HSCHR6_MHC_MANN_CTG1,False,3669
ENST00000417738,ENSG00000235176,ZNRD1,protein_coding,ENST00000417738.6,ENSG00000235176.6,CHR_HSCHR6_MHC_MANN_CTG1,False,864
ENST00000429558,ENSG00000235176,ZNRD1,protein_coding,ENST00000429558.5,ENSG00000235176.6,CHR_HSCHR6_MHC_MANN_CTG1,False,736
ENST00000441251,ENSG00000235176,ZNRD1,protein_coding,ENST00000441251.6,ENSG00000235176.6,CHR_HSCHR6_MHC_MANN_CTG1,False,743
ENST00000431416,ENSG00000235176,ZNRD1,protein_coding,ENST00000431416.1,ENSG00000235176.6,CHR_HSCHR6_MHC_MANN_CTG1,False,754
ENST00000477956,ENSG00000235176,ZNRD1,protein_coding,ENST00000477956.1,ENSG00000235176.6,CHR_HSCHR6_MHC_MANN_CTG1,False,571
ENST00000574501,ENSG00000070366,SMG6,protein_coding,ENST00000574501.1,ENSG00000070366.13,17,True,2419
ENST00000263073,ENSG00000070366,SMG6,protein_coding,ENST00000263073.10,ENSG00000070366.13,17,True,5960
ENST00000573166,ENSG00000070366,SMG6,protein_coding,ENST00000573166.5,ENSG00000070366.13,17,True,4236
ENST00000354901,ENSG00000070366,SMG6,protein_coding,ENST00000354901.8,ENSG00000070366.13,17,True,3473
ENST00000570756,ENSG00000070366,SMG6,protein_coding,ENST00000570756.5,ENSG00000070366.13,17,True,2426
ENST00000576218,ENSG00000070366,SMG6,protein_coding,ENST00000576218.5,ENSG00000070366.13,17,True,902
ENST00000536871,ENSG00000070366,SMG6,protein_coding,ENST00000536871.6,ENSG00000070366.13,17,True,1865
ENST00000573153,ENSG00000070366,SMG6,protein_coding,ENST00000573153.5,ENSG00000070366.13,17,True,552
ENST00000573827,ENSG00000070366,SMG6,protein_coding,ENST00000573827.1,ENSG00000070366.13,17,True,601
ENST00000575454,ENSG00000070366,SMG6,protein_coding,ENST00000575454.1,ENSG00000070366.13,17,True,652
ENST00000575338,ENSG00000070366,SMG6,protein_coding,ENST00000575338.1,ENSG00000070366.13,17,True,546
ENST00000570874,ENSG00000070366,SMG6,protein_coding,ENST00000570874.1,ENSG00000070366.13,17,True,533
ENST00000572369,ENSG00000070366,SMG6,protein_coding,ENST00000572369.5,ENSG00000070366.13,17,True,689
ENST00000575176,ENSG00000070366,SMG6,protein_coding,ENST00000575176.5,ENSG00000070366.13,17,True,557
ENST00000572205,ENSG00000070366,SMG6,protein_coding,ENST00000572205.5,ENSG00000070366.13,17,True,551
ENST00000571442,ENSG00000070366,SMG6,protein_coding,ENST00000571442.5,ENSG00000070366.13,17,True,588
ENST00000570659,ENSG00000070366,SMG6,protein_coding,ENST00000570659.5,ENSG00000070366.13,17,True,592
ENST00000575663,ENSG00000070366,SMG6,protein_coding,ENST00000575663.5,ENSG00000070366.13,17,True,574
ENST00000570606,ENSG00000070366,SMG6,protein_coding,ENST00000570606.5,ENSG00000070366.13,17,True,572
ENST00000570668,ENSG00000070366,SMG6,protein_coding,ENST00000570668.1,ENSG00000070366.13,17,True,547
ENST00000524892,ENSG00000165895,ARHGAP42,protein_coding,ENST00000524892.7,ENSG00000165895.18,11,True,7689
ENST00000534060,ENSG00000165895,ARHGAP42,protein_coding,ENST00000534060.5,ENSG00000165895.18,11,True,501
ENST00000529406,ENSG00000165895,ARHGAP42,protein_coding,ENST00000529406.5,ENSG00000165895.18,11,True,449
ENST00000524649,ENSG00000165895,ARHGAP42,protein_coding,ENST00000524649.1,ENSG00000165895.18,11,True,489
ENST00000525558,ENSG00000165895,ARHGAP42,protein_coding,ENST00000525558.1,ENSG00000165895.18,11,True,439
ENST00000531183,ENSG00000165895,ARHGAP42,protein_coding,ENST00000531183.1,ENSG00000165895.18,11,True,690
ENST00000529535,ENSG00000165895,ARHGAP42,protein_coding,ENST00000529535.1,ENSG00000165895.18,11,True,1843
ENST00000298815,ENSG00000165895,ARHGAP42,protein_coding,ENST00000298815.12,ENSG00000165895.18,11,True,4752
ENST00000303130,ENSG00000165895,ARHGAP42,protein_coding,ENST00000303130.4,ENSG00000165895.18,11,True,1855
ENST00000368026,ENSG00000158769,F11R,protein_coding,ENST00000368026.10,ENSG00000158769.17,1,True,4835
ENST00000537746,ENSG00000158769,F11R,protein_coding,ENST00000537746.1,ENSG00000158769.17,1,True,1245
ENST00000472573,ENSG00000158769,F11R,protein_coding,ENST00000472573.5,ENSG00000158769.17,1,True,577
ENST00000335772,ENSG00000158769,F11R,protein_coding,ENST00000335772.3,ENSG00000158769.17,1,True,571
ENST00000602966,ENSG00000158769,F11R,protein_coding,ENST00000602966.1,ENSG00000158769.17,1,True,558
ENST00000621309,ENSG00000158769,F11R,protein_coding,ENST00000621309.4,ENSG00000158769.17,1,True,4770
ENST00000369842,ENSG00000102119,EMD,protein_coding,ENST00000369842.8,ENSG00000102119.10,X,True,1379
ENST00000369835,ENSG00000102119,EMD,protein_coding,ENST00000369835.3,ENSG00000102119.10,X,True,966
ENST00000486738,ENSG00000102119,EMD,protein_coding,ENST00000486738.5,ENSG00000102119.10,X,True,1284
ENST00000428228,ENSG00000102119,EMD,protein_coding,ENST00000428228.5,ENSG00000102119.10,X,True,946
ENST00000485261,ENSG00000102119,EMD,protein_coding,ENST00000485261.1,ENSG00000102119.10,X,True,792
ENST00000494443,ENSG00000102119,EMD,protein_coding,ENST00000494443.5,ENSG00000102119.10,X,True,765
ENST00000468294,ENSG00000102119,EMD,protein_coding,ENST00000468294.5,ENSG00000102119.10,X,True,501
ENST00000492448,ENSG00000102119,EMD,protein_coding,ENST00000492448.1,ENSG00000102119.10,X,True,832
ENST00000471965,ENSG00000102119,EMD,protein_coding,ENST00000471965.1,ENSG00000102119.10,X,True,800
ENST00000642461,ENSG00000106443,PHF14,protein_coding,ENST00000642461.1,ENSG00000106443.16,7,True,9869
ENST00000521747,ENSG00000106443,PHF14,protein_coding,ENST00000521747.5,ENSG00000106443.16,7,True,2479
ENST00000403050,ENSG00000106443,PHF14,protein_coding,ENST00000403050.7,ENSG00000106443.16,7,True,4276
ENST00000476009,ENSG00000106443,PHF14,protein_coding,ENST00000476009.5,ENSG00000106443.16,7,True,1044
ENST00000423760,ENSG00000106443,PHF14,protein_coding,ENST00000423760.6,ENSG00000106443.16,7,True,2627
ENST00000634607,ENSG00000106443,PHF14,protein_coding,ENST00000634607.1,ENSG00000106443.16,7,True,3407
ENST00000490957,ENSG00000106443,PHF14,protein_coding,ENST00000490957.5,ENSG00000106443.16,7,True,4058
ENST00000476774,ENSG00000106443,PHF14,protein_coding,ENST00000476774.1,ENSG00000106443.16,7,True,399
ENST00000497851,ENSG00000106443,PHF14,protein_coding,ENST00000497851.1,ENSG00000106443.16,7,True,618
ENST00000481418,ENSG00000106443,PHF14,protein_coding,ENST00000481418.5,ENSG00000106443.16,7,True,792
ENST00000470665,ENSG00000106443,PHF14,protein_coding,ENST00000470665.5,ENSG00000106443.16,7,True,1005
ENST00000498784,ENSG00000106443,PHF14,protein_coding,ENST00000498784.1,ENSG00000106443.16,7,True,718
ENST00000489305,ENSG00000106443,PHF14,protein_coding,ENST00000489305.1,ENSG00000106443.16,7,True,471
ENST00000493922,ENSG00000106443,PHF14,protein_coding,ENST00000493922.5,ENSG00000106443.16,7,True,408
ENST00000469407,ENSG00000106443,PHF14,protein_coding,ENST00000469407.5,ENSG00000106443.16,7,True,1991
ENST00000473050,ENSG00000106443,PHF14,protein_coding,ENST00000473050.1,ENSG00000106443.16,7,True,695
ENST00000496819,ENSG00000100023,PPIL2,protein_coding,ENST00000496819.1,ENSG00000100023.18,22,True,494
ENST00000335025,ENSG00000100023,PPIL2,protein_coding,ENST00000335025.12,ENSG00000100023.18,22,True,4929
ENST00000398831,ENSG00000100023,PPIL2,protein_coding,ENST00000398831.7,ENSG00000100023.18,22,True,2574
ENST00000626352,ENSG00000100023,PPIL2,protein_coding,ENST00000626352.2,ENSG00000100023.18,22,True,2625
ENST00000458567,ENSG00000100023,PPIL2,protein_coding,ENST00000458567.5,ENSG00000100023.18,22,True,557
ENST00000417788,ENSG00000100023,PPIL2,protein_coding,ENST00000417788.5,ENSG00000100023.18,22,True,4213
ENST00000484439,ENSG00000100023,PPIL2,protein_coding,ENST00000484439.5,ENSG00000100023.18,22,True,863
ENST00000406385,ENSG00000100023,PPIL2,protein_coding,ENST00000406385.1,ENSG00000100023.18,22,True,3875
ENST00000498109,ENSG00000100023,PPIL2,protein_coding,ENST00000498109.1,ENSG00000100023.18,22,True,563
ENST00000485930,ENSG00000100023,PPIL2,protein_coding,ENST00000485930.1,ENSG00000100023.18,22,True,149
ENST00000446951,ENSG00000100023,PPIL2,protein_coding,ENST00000446951.1,ENSG00000100023.18,22,True,1926
ENST00000462188,ENSG00000100023,PPIL2,protein_coding,ENST00000462188.1,ENSG00000100023.18,22,True,1735
ENST00000409858,ENSG00000197355,UAP1L1,protein_coding,ENST00000409858.7,ENSG00000197355.10,9,True,3365
ENST00000476184,ENSG00000197355,UAP1L1,protein_coding,ENST00000476184.5,ENSG00000197355.10,9,True,645
ENST00000360271,ENSG00000197355,UAP1L1,protein_coding,ENST00000360271.3,ENSG00000197355.10,9,True,3201
ENST00000474787,ENSG00000197355,UAP1L1,protein_coding,ENST00000474787.1,ENSG00000197355.10,9,True,4412
ENST00000242848,ENSG00000123200,ZC3H13,protein_coding,ENST00000242848.8,ENSG00000123200.16,13,True,8018
ENST00000282007,ENSG00000123200,ZC3H13,protein_coding,ENST00000282007.7,ENSG00000123200.16,13,True,6412
ENST00000470308,ENSG00000123200,ZC3H13,protein_coding,ENST00000470308.1,ENSG00000123200.16,13,True,795
ENST00000464597,ENSG00000123200,ZC3H13,protein_coding,ENST00000464597.2,ENSG00000123200.16,13,True,535
ENST00000428921,ENSG00000123200,ZC3H13,protein_coding,ENST00000428921.1,ENSG00000123200.16,13,True,695
ENST00000368037,ENSG00000122224,LY9,protein_coding,ENST00000368037.9,ENSG00000122224.17,1,True,2485
ENST00000474998,ENSG00000122224,LY9,protein_coding,ENST00000474998.1,ENSG00000122224.17,1,True,847
ENST00000392203,ENSG00000122224,LY9,protein_coding,ENST00000392203.8,ENSG00000122224.17,1,True,2213
ENST00000263285,ENSG00000122224,LY9,protein_coding,ENST00000263285.10,ENSG00000122224.17,1,True,2443
ENST00000368039,ENSG00000122224,LY9,protein_coding,ENST00000368039.2,ENSG00000122224.17,1,True,1364
ENST00000480837,ENSG00000122224,LY9,protein_coding,ENST00000480837.5,ENSG00000122224.17,1,True,705
ENST00000490902,ENSG00000122224,LY9,protein_coding,ENST00000490902.1,ENSG00000122224.17,1,True,801
ENST00000471816,ENSG00000122224,LY9,protein_coding,ENST00000471816.1,ENSG00000122224.17,1,True,1056
ENST00000485624,ENSG00000122224,LY9,protein_coding,ENST00000485624.1,ENSG00000122224.17,1,True,940
ENST00000479663,ENSG00000122224,LY9,protein_coding,ENST00000479663.2,ENSG00000122224.17,1,True,5083
ENST00000368035,ENSG00000122224,LY9,protein_coding,ENST00000368035.1,ENSG00000122224.17,1,True,1463
ENST00000626727,ENSG00000278303,MUC4,protein_coding,ENST00000626727.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,16247
ENST00000631351,ENSG00000278303,MUC4,protein_coding,ENST00000631351.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,16043
ENST00000627334,ENSG00000278303,MUC4,protein_coding,ENST00000627334.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,16015
ENST00000628806,ENSG00000278303,MUC4,protein_coding,ENST00000628806.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,16091
ENST00000627391,ENSG00000278303,MUC4,protein_coding,ENST00000627391.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,16199
ENST00000629154,ENSG00000278303,MUC4,protein_coding,ENST00000629154.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,16119
ENST00000628970,ENSG00000278303,MUC4,protein_coding,ENST00000628970.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,16289
ENST00000628289,ENSG00000278303,MUC4,protein_coding,ENST00000628289.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,15921
ENST00000628045,ENSG00000278303,MUC4,protein_coding,ENST00000628045.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,16406
ENST00000631334,ENSG00000278303,MUC4,protein_coding,ENST00000631334.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,16566
ENST00000628366,ENSG00000278303,MUC4,protein_coding,ENST00000628366.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,3643
ENST00000629031,ENSG00000278303,MUC4,protein_coding,ENST00000629031.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,3714
ENST00000626390,ENSG00000278303,MUC4,protein_coding,ENST00000626390.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,3775
ENST00000629790,ENSG00000278303,MUC4,protein_coding,ENST00000629790.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,3942
ENST00000627276,ENSG00000278303,MUC4,protein_coding,ENST00000627276.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,3804
ENST00000631127,ENSG00000278303,MUC4,protein_coding,ENST00000631127.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,3858
ENST00000630643,ENSG00000278303,MUC4,protein_coding,ENST00000630643.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,3705
ENST00000627430,ENSG00000278303,MUC4,protein_coding,ENST00000627430.1,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,553
ENST00000627089,ENSG00000278303,MUC4,protein_coding,ENST00000627089.2,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,1678
ENST00000628526,ENSG00000278303,MUC4,protein_coding,ENST00000628526.1,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,698
ENST00000630304,ENSG00000278303,MUC4,protein_coding,ENST00000630304.1,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,2571
ENST00000619402,ENSG00000278303,MUC4,protein_coding,ENST00000619402.4,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,6420
ENST00000618211,ENSG00000278303,MUC4,protein_coding,ENST00000618211.1,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,1812
ENST00000615271,ENSG00000278303,MUC4,protein_coding,ENST00000615271.1,ENSG00000278303.4,CHR_HSCHR3_5_CTG3,False,14907
ENST00000357568,ENSG00000092529,CAPN3,protein_coding,ENST00000357568.7,ENSG00000092529.23,15,True,2669
ENST00000349748,ENSG00000092529,CAPN3,protein_coding,ENST00000349748.7,ENSG00000092529.23,15,True,2955
ENST00000397163,ENSG00000092529,CAPN3,protein_coding,ENST00000397163.7,ENSG00000092529.23,15,True,3228
ENST00000638141,ENSG00000092529,CAPN3,protein_coding,ENST00000638141.1,ENSG00000092529.23,15,True,2358
ENST00000397200,ENSG00000092529,CAPN3,protein_coding,ENST00000397200.8,ENSG00000092529.23,15,True,1643
ENST00000569827,ENSG00000092529,CAPN3,protein_coding,ENST00000569827.5,ENSG00000092529.23,15,True,908
ENST00000567071,ENSG00000092529,CAPN3,protein_coding,ENST00000567071.5,ENSG00000092529.23,15,True,563
ENST00000337571,ENSG00000092529,CAPN3,protein_coding,ENST00000337571.8,ENSG00000092529.23,15,True,1271
ENST00000569136,ENSG00000092529,CAPN3,protein_coding,ENST00000569136.5,ENSG00000092529.23,15,True,1029
ENST00000561817,ENSG00000092529,CAPN3,protein_coding,ENST00000561817.5,ENSG00000092529.23,15,True,915
ENST00000565173,ENSG00000092529,CAPN3,protein_coding,ENST00000565173.1,ENSG00000092529.23,15,True,555
ENST00000397204,ENSG00000092529,CAPN3,protein_coding,ENST00000397204.8,ENSG00000092529.23,15,True,1237
ENST00000565559,ENSG00000092529,CAPN3,protein_coding,ENST00000565559.5,ENSG00000092529.23,15,True,711
ENST00000565274,ENSG00000092529,CAPN3,protein_coding,ENST00000565274.5,ENSG00000092529.23,15,True,734
ENST00000564503,ENSG00000092529,CAPN3,protein_coding,ENST00000564503.5,ENSG00000092529.23,15,True,593
ENST00000466222,ENSG00000092529,CAPN3,protein_coding,ENST00000466222.6,ENSG00000092529.23,15,True,1934
ENST00000562199,ENSG00000092529,CAPN3,protein_coding,ENST00000562199.1,ENSG00000092529.23,15,True,385
ENST00000567817,ENSG00000092529,CAPN3,protein_coding,ENST00000567817.5,ENSG00000092529.23,15,True,711
ENST00000568153,ENSG00000092529,CAPN3,protein_coding,ENST00000568153.1,ENSG00000092529.23,15,True,598
ENST00000356316,ENSG00000092529,CAPN3,protein_coding,ENST00000356316.7,ENSG00000092529.23,15,True,1291
ENST00000318023,ENSG00000092529,CAPN3,protein_coding,ENST00000318023.11,ENSG00000092529.23,15,True,3172
ENST00000617741,ENSG00000275637,NCR1,protein_coding,ENST00000617741.4,ENSG00000275637.4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,False,720
ENST00000615158,ENSG00000275637,NCR1,protein_coding,ENST00000615158.1,ENSG00000275637.4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,False,547
ENST00000617565,ENSG00000275637,NCR1,protein_coding,ENST00000617565.1,ENSG00000275637.4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,False,568
ENST00000616589,ENSG00000275637,NCR1,protein_coding,ENST00000616589.4,ENSG00000275637.4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,False,678
ENST00000622620,ENSG00000275637,NCR1,protein_coding,ENST00000622620.4,ENSG00000275637.4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,False,707
ENST00000611792,ENSG00000275637,NCR1,protein_coding,ENST00000611792.4,ENSG00000275637.4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,False,689
ENST00000614704,ENSG00000275637,NCR1,protein_coding,ENST00000614704.4,ENSG00000275637.4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,False,404
ENST00000616564,ENSG00000275637,NCR1,protein_coding,ENST00000616564.1,ENSG00000275637.4,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,False,361
ENST00000390288,ENSG00000135423,GLS2,protein_coding,ENST00000390288.6,ENSG00000135423.12,12,True,1392
ENST00000424141,ENSG00000135423,GLS2,protein_coding,ENST00000424141.6,ENSG00000135423.12,12,True,2225
ENST00000479952,ENSG00000135423,GLS2,protein_coding,ENST00000479952.5,ENSG00000135423.12,12,True,1845
ENST00000311966,ENSG00000135423,GLS2,protein_coding,ENST00000311966.8,ENSG00000135423.12,12,True,2623
ENST00000486433,ENSG00000135423,GLS2,protein_coding,ENST00000486433.5,ENSG00000135423.12,12,True,2694
ENST00000476991,ENSG00000135423,GLS2,protein_coding,ENST00000476991.5,ENSG00000135423.12,12,True,491
ENST00000496006,ENSG00000135423,GLS2,protein_coding,ENST00000496006.5,ENSG00000135423.12,12,True,566
ENST00000486896,ENSG00000135423,GLS2,protein_coding,ENST00000486896.5,ENSG00000135423.12,12,True,1509
ENST00000494474,ENSG00000135423,GLS2,protein_coding,ENST00000494474.5,ENSG00000135423.12,12,True,936
ENST00000461077,ENSG00000135423,GLS2,protein_coding,ENST00000461077.1,ENSG00000135423.12,12,True,567
ENST00000494345,ENSG00000135423,GLS2,protein_coding,ENST00000494345.5,ENSG00000135423.12,12,True,1234
ENST00000483347,ENSG00000135423,GLS2,protein_coding,ENST00000483347.1,ENSG00000135423.12,12,True,798
ENST00000471282,ENSG00000135423,GLS2,protein_coding,ENST00000471282.5,ENSG00000135423.12,12,True,859
ENST00000491880,ENSG00000135423,GLS2,protein_coding,ENST00000491880.1,ENSG00000135423.12,12,True,514
ENST00000623608,ENSG00000135423,GLS2,protein_coding,ENST00000623608.3,ENSG00000135423.12,12,True,2518
ENST00000610413,ENSG00000135423,GLS2,protein_coding,ENST00000610413.4,ENSG00000135423.12,12,True,2296
ENST00000539272,ENSG00000135423,GLS2,protein_coding,ENST00000539272.5,ENSG00000135423.12,12,True,2174
ENST00000252505,ENSG00000151360,ALLC,protein_coding,ENST00000252505.3,ENSG00000151360.9,2,True,1446
ENST00000476389,ENSG00000151360,ALLC,protein_coding,ENST00000476389.5,ENSG00000151360.9,2,True,1869
ENST00000471711,ENSG00000151360,ALLC,protein_coding,ENST00000471711.1,ENSG00000151360.9,2,True,725
ENST00000524607,ENSG00000198216,CACNA1E,protein_coding,ENST00000524607.6,ENSG00000198216.11,1,True,2198
ENST00000533229,ENSG00000198216,CACNA1E,protein_coding,ENST00000533229.1,ENSG00000198216.11,1,True,2142
ENST00000367570,ENSG00000198216,CACNA1E,protein_coding,ENST00000367570.5,ENSG00000198216.11,1,True,9724
ENST00000621791,ENSG00000198216,CACNA1E,protein_coding,ENST00000621791.4,ENSG00000198216.11,1,True,16171
ENST00000360108,ENSG00000198216,CACNA1E,protein_coding,ENST00000360108.7,ENSG00000198216.11,1,True,6970
ENST00000367573,ENSG00000198216,CACNA1E,protein_coding,ENST00000367573.6,ENSG00000198216.11,1,True,7067
ENST00000644521,ENSG00000198216,CACNA1E,protein_coding,ENST00000644521.1,ENSG00000198216.11,1,True,331
ENST00000357570,ENSG00000198216,CACNA1E,protein_coding,ENST00000357570.9,ENSG00000198216.11,1,True,7064
ENST00000367567,ENSG00000198216,CACNA1E,protein_coding,ENST00000367567.8,ENSG00000198216.11,1,True,14757
ENST00000621551,ENSG00000198216,CACNA1E,protein_coding,ENST00000621551.3,ENSG00000198216.11,1,True,14886
ENST00000358338,ENSG00000198216,CACNA1E,protein_coding,ENST00000358338.7,ENSG00000198216.11,1,True,14700
ENST00000356840,ENSG00000007944,MYLIP,protein_coding,ENST00000356840.7,ENSG00000007944.14,6,True,1666
ENST00000349606,ENSG00000007944,MYLIP,protein_coding,ENST00000349606.4,ENSG00000007944.14,6,True,2796
ENST00000304081,ENSG00000185013,NT5C1B,protein_coding,ENST00000304081.8,ENSG00000185013.16,2,True,2678
ENST00000406971,ENSG00000185013,NT5C1B,protein_coding,ENST00000406971.6,ENSG00000185013.16,2,True,2554
ENST00000359846,ENSG00000185013,NT5C1B,protein_coding,ENST00000359846.6,ENSG00000185013.16,2,True,2475
ENST00000418427,ENSG00000185013,NT5C1B,protein_coding,ENST00000418427.1,ENSG00000185013.16,2,True,914
ENST00000490687,ENSG00000185013,NT5C1B,protein_coding,ENST00000490687.1,ENSG00000185013.16,2,True,1768
ENST00000416783,ENSG00000185013,NT5C1B,protein_coding,ENST00000416783.1,ENSG00000185013.16,2,True,685
ENST00000460052,ENSG00000185013,NT5C1B,protein_coding,ENST00000460052.1,ENSG00000185013.16,2,True,561
ENST00000420764,ENSG00000225697,SLC26A6,protein_coding,ENST00000420764.6,ENSG00000225697.12,3,True,2630
ENST00000489483,ENSG00000225697,SLC26A6,protein_coding,ENST00000489483.5,ENSG00000225697.12,3,True,5682
ENST00000395550,ENSG00000225697,SLC26A6,protein_coding,ENST00000395550.6,ENSG00000225697.12,3,True,2589
ENST00000383733,ENSG00000225697,SLC26A6,protein_coding,ENST00000383733.7,ENSG00000225697.12,3,True,2545
ENST00000307364,ENSG00000225697,SLC26A6,protein_coding,ENST00000307364.10,ENSG00000225697.12,3,True,2586
ENST00000337000,ENSG00000225697,SLC26A6,protein_coding,ENST00000337000.12,ENSG00000225697.12,3,True,2317
ENST00000480524,ENSG00000225697,SLC26A6,protein_coding,ENST00000480524.5,ENSG00000225697.12,3,True,2727
ENST00000455886,ENSG00000225697,SLC26A6,protein_coding,ENST00000455886.6,ENSG00000225697.12,3,True,2460
ENST00000466257,ENSG00000225697,SLC26A6,protein_coding,ENST00000466257.1,ENSG00000225697.12,3,True,706
ENST00000462009,ENSG00000225697,SLC26A6,protein_coding,ENST00000462009.6,ENSG00000225697.12,3,True,825
ENST00000469693,ENSG00000225697,SLC26A6,protein_coding,ENST00000469693.5,ENSG00000225697.12,3,True,574
ENST00000496469,ENSG00000225697,SLC26A6,protein_coding,ENST00000496469.1,ENSG00000225697.12,3,True,1034
ENST00000421649,ENSG00000225697,SLC26A6,protein_coding,ENST00000421649.5,ENSG00000225697.12,3,True,910
ENST00000444531,ENSG00000225697,SLC26A6,protein_coding,ENST00000444531.5,ENSG00000225697.12,3,True,806
ENST00000414944,ENSG00000225697,SLC26A6,protein_coding,ENST00000414944.1,ENSG00000225697.12,3,True,724
ENST00000485361,ENSG00000225697,SLC26A6,protein_coding,ENST00000485361.1,ENSG00000225697.12,3,True,575
ENST00000494717,ENSG00000225697,SLC26A6,protein_coding,ENST00000494717.1,ENSG00000225697.12,3,True,255
ENST00000482282,ENSG00000225697,SLC26A6,protein_coding,ENST00000482282.5,ENSG00000225697.12,3,True,1029
ENST00000431213,ENSG00000225697,SLC26A6,protein_coding,ENST00000431213.5,ENSG00000225697.12,3,True,556
ENST00000431739,ENSG00000225697,SLC26A6,protein_coding,ENST00000431739.5,ENSG00000225697.12,3,True,588
ENST00000426599,ENSG00000225697,SLC26A6,protein_coding,ENST00000426599.1,ENSG00000225697.12,3,True,555
ENST00000358747,ENSG00000225697,SLC26A6,protein_coding,ENST00000358747.10,ENSG00000225697.12,3,True,2729
ENST00000641581,ENSG00000172457,OR9G4,protein_coding,ENST00000641581.1,ENSG00000172457.6,11,True,2603
ENST00000641980,ENSG00000172457,OR9G4,protein_coding,ENST00000641980.1,ENSG00000172457.6,11,True,2527
