row,symbol,uniprot,symbol_representative,n_peptides,n_unique_peptides,npeptides_quant,qvalue,cv_replicates,isoDoping,present_n_lines,present_n_plex,pass_presence50,complete_case,zero_plex
ABCD4,ABCD4,O14678,TRUE,3,3,3,0,19.89739089744336,FALSE,31,5,TRUE,TRUE,FALSE
EI24,EI24,O14681,TRUE,4,4,4,0,4.797477795736967,FALSE,31,5,TRUE,TRUE,FALSE
TP53I11,TP53I11,O14683,TRUE,2,2,2,0.001,4.990166392697962,FALSE,31,5,TRUE,TRUE,FALSE
PTGES,PTGES,O14684,TRUE,2,2,2,0.001,5.266167051326136,FALSE,24,4,TRUE,FALSE,FALSE
KMT2D,KMT2D,O14686,TRUE,23,22,22,0,5.000947680878805,TRUE,31,5,TRUE,TRUE,FALSE
APAF1,APAF1,O14727,TRUE,14,13,13,0,5.634250735311948,FALSE,31,5,TRUE,TRUE,FALSE
RIOK3,RIOK3,O14730,TRUE,11,11,11,0,9.878540235482243,FALSE,31,5,TRUE,TRUE,FALSE
IMPA2,IMPA2,O14732,TRUE,5,5,5,0,6.974029964018629,FALSE,31,5,TRUE,TRUE,FALSE
MAP2K7,MAP2K7,O14733,TRUE,7,6,6,0,5.012474622425246,FALSE,31,5,TRUE,TRUE,FALSE
ACOT8,ACOT8,O14734,TRUE,13,13,13,0,3.758512007487108,FALSE,31,5,TRUE,TRUE,FALSE
CDIPT,CDIPT,O14735,TRUE,3,3,3,0,7.188565709878544,FALSE,31,5,TRUE,TRUE,FALSE
PDCD5,PDCD5,O14737,TRUE,15,15,15,0,3.872365673151429,FALSE,31,5,TRUE,TRUE,FALSE
PRMT5,PRMT5,O14744,TRUE,33,33,33,0,5.335863002998829,FALSE,31,5,TRUE,TRUE,FALSE
SLC9A3R1,SLC9A3R1,O14745,TRUE,27,27,27,0,2.591276489814145,FALSE,31,5,TRUE,TRUE,FALSE
TERT,TERT,O14746,TRUE,5,5,5,0,6.068969016675519,TRUE,31,5,TRUE,TRUE,FALSE
CHEK1,CHEK1,O14757,TRUE,4,4,4,0,9.181921910886626,FALSE,31,5,TRUE,TRUE,FALSE
TNFRSF10B,TNFRSF10B,O14763,TRUE,10,10,10,0,7.303786422982691,FALSE,31,5,TRUE,TRUE,FALSE
FPGT,FPGT,O14772,TRUE,2,2,2,0.003,11.32301411591309,FALSE,13,2,FALSE,FALSE,FALSE
TPP1,TPP1,O14773,TRUE,13,13,13,0,7.839746670220407,FALSE,31,5,TRUE,TRUE,FALSE
TCERG1,TCERG1,O14776,TRUE,67,67,67,0,2.451570024359687,FALSE,31,5,TRUE,TRUE,FALSE
NDC80,NDC80,O14777,TRUE,25,25,25,0,4.021353642761612,FALSE,31,5,TRUE,TRUE,FALSE
NRP1,NRP1,O14786,TRUE,21,21,21,0,5.53579439093458,FALSE,31,5,TRUE,TRUE,FALSE
TNPO2,TNPO2,O14787,TRUE,17,10,10,0,9.89196740238199,FALSE,31,5,TRUE,TRUE,FALSE
APOL1,APOL1,O14791,TRUE,8,8,8,0,10.49689749134276,FALSE,31,5,TRUE,TRUE,FALSE
TNFRSF10C,TNFRSF10C,O14798,TRUE,5,5,5,0,55.53231425685085,FALSE,25,4,TRUE,FALSE,FALSE
POLR3A,POLR3A,O14802,TRUE,40,39,39,0,2.299943788254301,FALSE,31,5,TRUE,TRUE,FALSE
PSMA7,PSMA7,O14818,TRUE,25,25,25,0,3.970850330198107,FALSE,31,5,TRUE,TRUE,FALSE
SCAMP3,SCAMP3,O14828,TRUE,14,14,14,0,3.620307225253217,FALSE,31,5,TRUE,TRUE,FALSE
PHYH,PHYH,O14832,TRUE,17,17,17,0,3.668581461394144,FALSE,31,5,TRUE,TRUE,FALSE
OPLAH,OPLAH,O14841,TRUE,33,33,33,0,1.248540364240215,FALSE,31,5,TRUE,TRUE,FALSE
BACH1,BACH1,O14867,TRUE,7,7,7,0,13.35739523691013,FALSE,25,4,TRUE,FALSE,FALSE
BCKDK,BCKDK,O14874,TRUE,7,7,7,0,4.273232436168284,FALSE,31,5,TRUE,TRUE,FALSE
IFIT3,IFIT3,O14879,TRUE,19,19,19,0,2.747426999938062,FALSE,31,5,TRUE,TRUE,FALSE
MGST3,MGST3,O14880,TRUE,4,4,4,0,11.6533253013549,FALSE,31,5,TRUE,TRUE,FALSE
GEMIN2,GEMIN2,O14893,TRUE,7,7,7,0,3.363719626351288,FALSE,31,5,TRUE,TRUE,FALSE
TAX1BP3,TAX1BP3,O14907,TRUE,6,6,6,0,0.9588888235084507,FALSE,31,5,TRUE,TRUE,FALSE
GIPC1,GIPC1,O14908,TRUE,21,21,21,0,4.372900949799704,FALSE,31,5,TRUE,TRUE,FALSE
LIN7A,LIN7A,O14910,TRUE,8,4,4,0,1.030983133302361,FALSE,26,4,TRUE,FALSE,FALSE
IKBKB,IKBKB,O14920,TRUE,16,15,15,0,8.100569527699674,FALSE,31,5,TRUE,TRUE,FALSE
TIMM23,TIMM23,O14925,TRUE,9,9,9,0,7.291052445265183,FALSE,31,5,TRUE,TRUE,FALSE
HAT1,HAT1,O14929,TRUE,19,19,19,0,2.331854087534619,FALSE,31,5,TRUE,TRUE,FALSE
UBE2L6,UBE2L6,O14933,TRUE,5,5,5,0,17.74786715182622,FALSE,31,5,TRUE,TRUE,FALSE
CASK,CASK,O14936,TRUE,52,52,52,0,3.959476546034892,FALSE,31,5,TRUE,TRUE,FALSE
PLD2,PLD2,O14939,TRUE,6,5,5,0,7.027478591428489,FALSE,25,4,TRUE,FALSE,FALSE
UQCRQ,UQCRQ,O14949,TRUE,7,7,7,0,1.505443257898858,FALSE,31,5,TRUE,TRUE,FALSE
MYL12B,MYL12B,O14950,TRUE,17,8,8,0,NA,FALSE,0,0,FALSE,FALSE,TRUE
UQCR11,UQCR11,O14957,TRUE,2,2,2,0.008,5.707522804892106,FALSE,31,5,TRUE,TRUE,FALSE
HGS,HGS,O14964,TRUE,32,32,32,0,4.0662669592245,FALSE,31,5,TRUE,TRUE,FALSE
AURKA,AURKA,O14965,TRUE,12,11,11,0,5.58712529219391,FALSE,31,5,TRUE,TRUE,FALSE
RAB29,RAB29,O14966,TRUE,9,8,8,0,4.045979429080543,FALSE,31,5,TRUE,TRUE,FALSE
CLGN,CLGN,O14967,TRUE,28,26,26,0,11.04317272702976,FALSE,31,5,TRUE,TRUE,FALSE
DSCR3,DSCR3,O14972,TRUE,10,10,10,0,7.448217735732045,FALSE,31,5,TRUE,TRUE,FALSE
PPP1R12A,PPP1R12A,O14974,TRUE,62,60,60,0,2.104910417328391,FALSE,31,5,TRUE,TRUE,FALSE
SLC27A2,SLC27A2,O14975,TRUE,8,8,8,0,8.087588467224615,FALSE,31,5,TRUE,TRUE,FALSE
GAK,GAK,O14976,TRUE,36,36,36,0,2.088710674360362,FALSE,31,5,TRUE,TRUE,FALSE
HNRNPDL,HNRNPDL,O14979,TRUE,35,32,32,0,2.403051439121729,FALSE,31,5,TRUE,TRUE,FALSE
XPO1,XPO1,O14980,TRUE,42,42,42,0,3.507798496483654,FALSE,31,5,TRUE,TRUE,FALSE
BTAF1,BTAF1,O14981,TRUE,28,28,28,0,5.286262806001969,FALSE,31,5,TRUE,TRUE,FALSE
ARHGEF10,ARHGEF10,O15013,TRUE,7,7,7,0,7.83831980138892,FALSE,31,5,TRUE,TRUE,FALSE
ZNF609,ZNF609,O15014,TRUE,17,17,17,0,5.235928578961332,FALSE,31,5,TRUE,TRUE,FALSE
ZNF646,ZNF646,O15015,TRUE,6,5,5,0,7.444507359441615,FALSE,31,5,TRUE,TRUE,FALSE
SPTBN2,SPTBN2,O15020,TRUE,150,125,125,0,4.208094981437,FALSE,31,5,TRUE,TRUE,FALSE
SEC16A,SEC16A,O15027,TRUE,56,56,56,0,1.955329776821334,FALSE,31,5,TRUE,TRUE,FALSE
PLXNB2,PLXNB2,O15031,TRUE,77,76,76,0,1.649191720262885,FALSE,31,5,TRUE,TRUE,FALSE
KHNYN,KHNYN,O15037,TRUE,4,4,4,0,8.058464382094083,FALSE,26,4,TRUE,FALSE,FALSE
U2SURP,U2SURP,O15042,TRUE,48,47,47,0,2.038782632440348,FALSE,31,5,TRUE,TRUE,FALSE
SETD1A,SETD1A,O15047,TRUE,20,19,19,0,6.06063519989468,FALSE,31,5,TRUE,TRUE,FALSE
SYNJ2,SYNJ2,O15056,TRUE,14,14,14,0,4.289745747304046,FALSE,31,5,TRUE,TRUE,FALSE
SYNM,SYNM,O15061,TRUE,47,47,47,0,8.3461052837577,FALSE,31,5,TRUE,TRUE,FALSE
KIF3B,KIF3B,O15066,TRUE,19,18,18,0,1.939615764422777,FALSE,31,5,TRUE,TRUE,FALSE
PFAS,PFAS,O15067,TRUE,47,47,47,0,3.757342646407729,FALSE,31,5,TRUE,TRUE,FALSE
CEP290,CEP290,O15078,TRUE,7,6,6,0,3.63709999467061,FALSE,31,5,TRUE,TRUE,FALSE
ANKRD28,ANKRD28,O15084,TRUE,17,16,16,0,3.00386373915871,FALSE,31,5,TRUE,TRUE,FALSE
ARHGEF11,ARHGEF11,O15085,TRUE,18,17,17,0,4.981894761149067,FALSE,31,5,TRUE,TRUE,FALSE
ZNF536,ZNF536,O15090,TRUE,3,1,1,0,36.17913213734823,FALSE,20,3,TRUE,FALSE,FALSE
KIAA0391,KIAA0391,O15091,TRUE,27,27,27,0,6.676452174023769,FALSE,31,5,TRUE,TRUE,FALSE
CHUK,CHUK,O15111,TRUE,5,4,4,0,10.53827558876311,FALSE,31,5,TRUE,TRUE,FALSE
LSM1,LSM1,O15116,TRUE,4,4,4,0.001,6.827138132534651,FALSE,31,5,TRUE,TRUE,FALSE
FYB1,FYB1,O15117,TRUE,7,7,7,0,17.20010141128316,FALSE,13,2,FALSE,FALSE,FALSE
NPC1,NPC1,O15118,TRUE,19,19,19,0,10.10924896362509,FALSE,31,5,TRUE,TRUE,FALSE
AGPAT2,AGPAT2,O15120,TRUE,7,7,7,0,13.31628153227334,FALSE,31,5,TRUE,TRUE,FALSE
DEGS1,DEGS1,O15121,TRUE,6,6,6,0,12.07960087831488,FALSE,31,5,TRUE,TRUE,FALSE
SCAMP1,SCAMP1,O15126,TRUE,9,9,9,0,5.37129870659166,FALSE,31,5,TRUE,TRUE,FALSE
SCAMP2,SCAMP2,O15127,TRUE,8,8,8,0,5.466772420244596,FALSE,31,5,TRUE,TRUE,FALSE
KPNA5,KPNA5,O15131,TRUE,12,1,1,0,5.801671903094605,FALSE,13,2,FALSE,FALSE,FALSE
ARPC1B,ARPC1B,O15143,TRUE,28,27,26,0,6.286815575677791,FALSE,31,5,TRUE,TRUE,FALSE
ARPC2,ARPC2,O15144,TRUE,28,28,28,0,3.326115320561629,FALSE,31,5,TRUE,TRUE,FALSE
ARPC3,ARPC3,O15145,TRUE,16,16,16,0,8.242341627260817,FALSE,31,5,TRUE,TRUE,FALSE
BET1,BET1,O15155,TRUE,4,4,4,0,8.792102909260699,FALSE,31,5,TRUE,TRUE,FALSE
ZBTB7B,ZBTB7B,O15156,TRUE,5,5,5,0,8.209706631261064,FALSE,31,5,TRUE,TRUE,FALSE
POLR1C,POLR1C,O15160,TRUE,15,15,15,0,2.995104159314286,FALSE,31,5,TRUE,TRUE,FALSE
PLSCR1,PLSCR1,O15162,TRUE,6,6,6,0,10.61375331302161,FALSE,31,5,TRUE,TRUE,FALSE
TRIM24,TRIM24,O15164,TRUE,28,26,27,0,3.184284320757195,FALSE,31,5,TRUE,TRUE,FALSE
PGRMC2,PGRMC2,O15173,TRUE,19,16,16,0,9.01467288912304,FALSE,31,5,TRUE,TRUE,FALSE
CETN3,CETN3,O15182,TRUE,7,6,7,0,7.803260383314703,FALSE,31,5,TRUE,TRUE,FALSE
VILL,VILL,O15195,TRUE,3,2,2,0.001,4.653748203893122,FALSE,18,3,TRUE,FALSE,FALSE
RGL2,RGL2,O15211,TRUE,7,7,7,0,22.62493692297558,FALSE,31,5,TRUE,TRUE,FALSE
PFDN6,PFDN6,O15212,TRUE,16,16,16,0,4.194966562190157,FALSE,31,5,TRUE,TRUE,FALSE
WDR46,WDR46,O15213,TRUE,28,28,28,0,3.363840077242532,FALSE,31,5,TRUE,TRUE,FALSE
NKRF,NKRF,O15226,TRUE,50,50,50,0,1.705387566370714,FALSE,31,5,TRUE,TRUE,FALSE
GNPAT,GNPAT,O15228,TRUE,21,21,21,0,4.401894200388929,FALSE,31,5,TRUE,TRUE,FALSE
KMO,KMO,O15229,TRUE,2,2,2,0.003,9.636482880275938,FALSE,11,2,FALSE,FALSE,FALSE
LAMA5,LAMA5,O15230,TRUE,136,135,135,0,1.927712998721414,FALSE,31,5,TRUE,TRUE,FALSE
ZNF185,ZNF185,O15231,TRUE,67,67,67,0,5.326532530238357,FALSE,31,5,TRUE,TRUE,FALSE
CASC3,CASC3,O15234,TRUE,6,6,6,0,7.719692091297562,FALSE,31,5,TRUE,TRUE,FALSE
MRPS12,MRPS12,O15235,TRUE,6,6,6,0,7.942586318682819,FALSE,31,5,TRUE,TRUE,FALSE
NDUFA1,NDUFA1,O15239,TRUE,2,2,2,0.003,11.48421498000444,FALSE,25,4,TRUE,FALSE,FALSE
ACOX3,ACOX3,O15254,TRUE,23,23,23,0,7.354430720555047,FALSE,31,5,TRUE,TRUE,FALSE
RER1,RER1,O15258,TRUE,5,5,5,0,6.472896524762099,FALSE,31,5,TRUE,TRUE,FALSE
SURF4,SURF4,O15260,TRUE,7,7,7,0,15.08082335879391,FALSE,31,5,TRUE,TRUE,FALSE
DEFB4A,DEFB4A,O15263,TRUE,2,2,2,0,2.997557791385878,FALSE,13,2,FALSE,FALSE,FALSE
MAPK13,MAPK13,O15264,TRUE,10,8,8,0,16.33913090404095,FALSE,24,4,TRUE,FALSE,FALSE
ATXN7,ATXN7,O15265,TRUE,3,3,3,0.002,0.5930084887372135,FALSE,19,3,TRUE,FALSE,FALSE
SPTLC1,SPTLC1,O15269,TRUE,30,30,30,0,6.375733911022516,FALSE,31,5,TRUE,TRUE,FALSE
SPTLC2,SPTLC2,O15270,TRUE,30,30,30,0,3.740558921929964,FALSE,31,5,TRUE,TRUE,FALSE
OGT,OGT,O15294,TRUE,37,37,37,0,8.039927292933132,FALSE,31,5,TRUE,TRUE,FALSE
SIVA1,SIVA1,O15304,TRUE,2,2,2,0.003,24.09016479721334,FALSE,19,3,TRUE,FALSE,FALSE
PMM2,PMM2,O15305,TRUE,16,14,14,0,6.198183850571255,FALSE,31,5,TRUE,TRUE,FALSE
RAD51B,RAD51B,O15315,TRUE,6,6,6,0,9.506558792586404,TRUE,31,5,TRUE,TRUE,FALSE
POLR3G,POLR3G,O15318,TRUE,2,2,2,0.001,NA,FALSE,14,2,FALSE,FALSE,FALSE
TM9SF1,TM9SF1,O15321,TRUE,7,7,7,0,4.359937726451705,FALSE,31,5,TRUE,TRUE,FALSE
INPP4B,INPP4B,O15327,TRUE,14,14,14,0,10.62008176582545,FALSE,31,5,TRUE,TRUE,FALSE
MID1,MID1,O15344,TRUE,29,29,29,0,9.253088907771517,FALSE,31,5,TRUE,TRUE,FALSE
HMGB3,HMGB3,O15347,TRUE,22,21,21,0,2.9391598796719842,FALSE,31,5,TRUE,TRUE,FALSE
PPM1G,PPM1G,O15355,TRUE,25,25,25,0,5.722290928189269,FALSE,31,5,TRUE,TRUE,FALSE
INPPL1,INPPL1,O15357,TRUE,41,40,40,0,4.239218158918263,FALSE,31,5,TRUE,TRUE,FALSE
EIF3D,EIF3D,O15371,TRUE,41,41,41,0,1.307796446945026,FALSE,31,5,TRUE,TRUE,FALSE
EIF3H,EIF3H,O15372,TRUE,28,28,28,0,2.19986619055407,FALSE,31,5,TRUE,TRUE,FALSE
SLC16A4,SLC16A4,O15374,TRUE,2,2,2,0.003,66.41089657337098,FALSE,13,2,FALSE,FALSE,FALSE
SLC16A5,SLC16A5,O15375,TRUE,2,2,2,0.001,0.643432919624005,FALSE,11,2,FALSE,FALSE,FALSE
HDAC3,HDAC3,O15379,TRUE,10,9,9,0,6.167220316500892,FALSE,31,5,TRUE,TRUE,FALSE
NVL,NVL,O15381,TRUE,40,40,40,0,3.61458402191126,FALSE,31,5,TRUE,TRUE,FALSE
BCAT2,BCAT2,O15382,TRUE,20,20,20,0,2.656099506037095,FALSE,31,5,TRUE,TRUE,FALSE
BIRC5,BIRC5,O15392,TRUE,5,5,5,0,12.45455692955916,FALSE,31,5,TRUE,TRUE,FALSE
TMPRSS2,TMPRSS2,O15393,TRUE,2,2,2,0.003,21.67925989312257,FALSE,13,2,FALSE,FALSE,FALSE
IPO8,IPO8,O15397,TRUE,8,8,8,0,8.682313941410307,FALSE,31,5,TRUE,TRUE,FALSE
STX7,STX7,O15400,TRUE,17,17,17,0,2.19004443884196,FALSE,31,5,TRUE,TRUE,FALSE
TOX3,TOX3,O15405,TRUE,7,1,1,0,NA,FALSE,0,0,FALSE,FALSE,TRUE
TNRC18,TNRC18,O15417,TRUE,7,6,6,0,19.06149895790312,FALSE,26,4,TRUE,FALSE,FALSE
SLC16A3,SLC16A3,O15427,TRUE,6,6,6,0,18.71469645601706,FALSE,31,5,TRUE,TRUE,FALSE
ABCC3,ABCC3,O15438,TRUE,11,9,8,0,3.000203807500775,FALSE,24,4,TRUE,FALSE,FALSE
ABCC4,ABCC4,O15439,TRUE,29,27,27,0,4.943631865954661,FALSE,31,5,TRUE,TRUE,FALSE
ABCC5,ABCC5,O15440,TRUE,14,13,13,0,5.673324769709437,FALSE,31,5,TRUE,TRUE,FALSE
CD3EAP,CD3EAP,O15446,TRUE,21,21,21,0,4.189554297370593,FALSE,31,5,TRUE,TRUE,FALSE
TLR3,TLR3,O15455,TRUE,6,6,6,0,18.53200226229359,FALSE,31,5,TRUE,TRUE,FALSE
P4HA2,P4HA2,O15460,TRUE,26,26,26,0,4.016330974909939,FALSE,31,5,TRUE,TRUE,FALSE
MAGEB2,MAGEB2,O15479,TRUE,4,4,4,0,49.9562140259509,FALSE,25,4,TRUE,FALSE,FALSE
CAPN5,CAPN5,O15484,TRUE,31,31,31,0,21.17308104421879,FALSE,31,5,TRUE,TRUE,FALSE
GYG2,GYG2,O15488,TRUE,2,2,2,0.004,NA,FALSE,7,1,FALSE,FALSE,FALSE
YKT6,YKT6,O15498,TRUE,14,14,14,0,1.302205644336154,FALSE,31,5,TRUE,TRUE,FALSE
NUPL2,NUPL2,O15504,TRUE,14,14,14,0,3.554118825089531,FALSE,31,5,TRUE,TRUE,FALSE
ARPC5,ARPC5,O15511,TRUE,15,15,15,0,5.72475217091966,FALSE,31,5,TRUE,TRUE,FALSE
POLR2D,POLR2D,O15514,TRUE,11,11,11,0,8.330092703944276,FALSE,31,5,TRUE,TRUE,FALSE
DDX3Y,DDX3Y,O15523,TRUE,40,1,1,0,NA,FALSE,7,1,FALSE,FALSE,FALSE
MAFG,MAFG,O15525,TRUE,8,5,5,0,8.004752209321069,FALSE,31,5,TRUE,TRUE,FALSE
PDPK1,PDPK1,O15530,TRUE,17,17,17,0,7.42944180235233,FALSE,31,5,TRUE,TRUE,FALSE
TAPBP,TAPBP,O15533,TRUE,5,5,5,0,10.69732792737594,FALSE,31,5,TRUE,TRUE,FALSE
FABP7,FABP7,O15540,TRUE,2,2,2,0.003,NA,FALSE,7,1,FALSE,FALSE,FALSE
RNF113A,RNF113A,O15541,TRUE,11,11,11,0,6.452463777744796,FALSE,31,5,TRUE,TRUE,FALSE
KDM6A,KDM6A,O15550,TRUE,13,13,13,0,8.43965605625958,FALSE,31,5,TRUE,TRUE,FALSE
CLDN3,CLDN3,O15551,TRUE,4,4,4,0,14.90488707393121,TRUE,31,5,TRUE,TRUE,FALSE
KCNN4,KCNN4,O15554,TRUE,3,3,3,0.003,20.5167793519966,FALSE,11,2,FALSE,FALSE,FALSE
DHX15,DHX15,O43143,TRUE,50,49,49,0,3.41274122644336,FALSE,31,5,TRUE,TRUE,FALSE
RNMT,RNMT,O43148,TRUE,33,33,33,0,2.669163207777301,FALSE,31,5,TRUE,TRUE,FALSE
ZZEF1,ZZEF1,O43149,TRUE,14,14,14,0,9.735081143023121,FALSE,31,5,TRUE,TRUE,FALSE
ASAP2,ASAP2,O43150,TRUE,11,10,10,0,5.381643384559915,FALSE,31,5,TRUE,TRUE,FALSE
TTI1,TTI1,O43156,TRUE,5,5,5,0,5.886258352162301,FALSE,31,5,TRUE,TRUE,FALSE
PLXNB1,PLXNB1,O43157,TRUE,17,17,17,0,3.540378830834098,FALSE,31,5,TRUE,TRUE,FALSE
RRP8,RRP8,O43159,TRUE,20,20,20,0,4.216585295347745,FALSE,31,5,TRUE,TRUE,FALSE
SIPA1L1,SIPA1L1,O43166,TRUE,41,38,38,0,2.446911086173229,FALSE,31,5,TRUE,TRUE,FALSE
CYB5B,CYB5B,O43169,TRUE,10,10,10,0,8.484016979881067,FALSE,31,5,TRUE,TRUE,FALSE
PRPF4,PRPF4,O43172,TRUE,34,34,34,0,1.575872722094869,FALSE,31,5,TRUE,TRUE,FALSE
PHGDH,PHGDH,O43175,TRUE,35,35,35,0,6.615573335724664,FALSE,31,5,TRUE,TRUE,FALSE
NDUFS4,NDUFS4,O43181,TRUE,9,9,9,0,4.821762781480173,FALSE,31,5,TRUE,TRUE,FALSE
PHF1,PHF1,O43189,TRUE,9,9,9,0,8.834924042723669,FALSE,31,5,TRUE,TRUE,FALSE
GPR39,GPR39,O43194,TRUE,2,2,2,0.003,14.45519377690665,FALSE,13,2,FALSE,FALSE,FALSE
DYNC1LI2,DYNC1LI2,O43237,TRUE,33,32,32,0,4.914742407355408,FALSE,31,5,TRUE,TRUE,FALSE
KLK10,KLK10,O43240,TRUE,4,4,4,0,12.66235607649014,FALSE,18,3,TRUE,FALSE,FALSE
PSMD3,PSMD3,O43242,TRUE,42,42,42,0,1.344944943921846,FALSE,31,5,TRUE,TRUE,FALSE
RBFOX2,RBFOX2,O43251,TRUE,9,9,9,0,5.457615218653114,FALSE,31,5,TRUE,TRUE,FALSE
PAPSS1,PAPSS1,O43252,TRUE,31,28,28,0,4.598537511767309,FALSE,31,5,TRUE,TRUE,FALSE
ZNHIT1,ZNHIT1,O43257,TRUE,2,2,2,0,6.907021034083903,FALSE,31,5,TRUE,TRUE,FALSE
ZW10,ZW10,O43264,TRUE,29,28,28,0,4.722703183801334,FALSE,31,5,TRUE,TRUE,FALSE
PRODH,PRODH,O43272,TRUE,38,37,37,0,9.07908132722564,FALSE,31,5,TRUE,TRUE,FALSE
SPINT1,SPINT1,O43278,TRUE,28,28,28,0,3.006277284175472,FALSE,31,5,TRUE,TRUE,FALSE
SART1,SART1,O43290,TRUE,66,66,66,0,1.65748226657325,FALSE,31,5,TRUE,TRUE,FALSE
SPINT2,SPINT2,O43291,TRUE,14,14,14,0,6.845900232234034,FALSE,31,5,TRUE,TRUE,FALSE
GPAA1,GPAA1,O43292,TRUE,9,9,9,0,4.272003749471912,FALSE,31,5,TRUE,TRUE,FALSE
DAPK3,DAPK3,O43293,TRUE,17,15,16,0,4.60084657708758,FALSE,31,5,TRUE,TRUE,FALSE
TGFB1I1,TGFB1I1,O43294,TRUE,15,15,15,0,3.832356056024447,FALSE,25,4,TRUE,FALSE,FALSE
SRGAP3,SRGAP3,O43295,TRUE,8,6,6,0,9.944412579860344,FALSE,24,4,TRUE,FALSE,FALSE
ZNF264,ZNF264,O43296,TRUE,2,1,1,0.005,6.392810579522947,FALSE,24,4,TRUE,FALSE,FALSE
AP5Z1,AP5Z1,O43299,TRUE,9,9,9,0,4.900905966711321,FALSE,31,5,TRUE,TRUE,FALSE
HSPA12A,HSPA12A,O43301,TRUE,13,13,13,0,6.505694310222212,FALSE,31,5,TRUE,TRUE,FALSE
ADCY6,ADCY6,O43306,TRUE,7,7,7,0,10.54976425775552,FALSE,25,4,TRUE,FALSE,FALSE
ZSCAN12,ZSCAN12,O43309,TRUE,4,1,1,0,2.505664452635399,FALSE,13,2,FALSE,FALSE,FALSE
CTIF,CTIF,O43310,TRUE,3,3,3,0.001,7.632796808745989,FALSE,18,3,TRUE,FALSE,FALSE
PPIP5K2,PPIP5K2,O43314,TRUE,21,15,15,0,10.05334085725795,FALSE,31,5,TRUE,TRUE,FALSE
MAP3K7,MAP3K7,O43318,TRUE,18,18,18,0,7.02134954062719,FALSE,31,5,TRUE,TRUE,FALSE
EEF1E1,EEF1E1,O43324,TRUE,11,11,11,0,7.985741859360608,FALSE,31,5,TRUE,TRUE,FALSE
LYRM1,LYRM1,O43325,TRUE,8,8,8,0,3.060769373165561,FALSE,31,5,TRUE,TRUE,FALSE
MSI1,MSI1,O43347,TRUE,5,3,3,0,16.53122838860715,FALSE,31,5,TRUE,TRUE,FALSE
RIPK2,RIPK2,O43353,TRUE,16,16,16,0,7.163408167604527,FALSE,31,5,TRUE,TRUE,FALSE
WDR62,WDR62,O43379,TRUE,3,3,3,0,20.10067505265418,FALSE,31,5,TRUE,TRUE,FALSE
HNRNPR,HNRNPR,O43390,TRUE,52,38,39,0,5.310859507589442,FALSE,31,5,TRUE,TRUE,FALSE
PRPF3,PRPF3,O43395,TRUE,48,48,48,0,1.572735934008594,FALSE,31,5,TRUE,TRUE,FALSE
TXNL1,TXNL1,O43396,TRUE,22,22,22,0,4.606900549787175,FALSE,31,5,TRUE,TRUE,FALSE
TPD52L2,TPD52L2,O43399,TRUE,24,24,24,0,1.598606076835928,FALSE,31,5,TRUE,TRUE,FALSE
EMC8,EMC8,O43402,TRUE,9,9,9,0,6.167876954274346,FALSE,31,5,TRUE,TRUE,FALSE
ERI3,ERI3,O43414,TRUE,7,7,7,0,9.24152155140039,FALSE,31,5,TRUE,TRUE,FALSE
THAP12,THAP12,O43422,TRUE,8,7,8,0,9.626011144118902,FALSE,31,5,TRUE,TRUE,FALSE
FIBP,FIBP,O43427,TRUE,8,8,8,0,8.252225120456572,FALSE,31,5,TRUE,TRUE,FALSE
EIF4G3,EIF4G3,O43432,TRUE,49,36,36,0,4.740385522043706,FALSE,31,5,TRUE,TRUE,FALSE
CBFA2T2,CBFA2T2,O43439,TRUE,2,2,2,0.004,7.697138033558508,FALSE,26,4,TRUE,FALSE,FALSE
PPIH,PPIH,O43447,TRUE,21,19,19,0,2.143506268491302,FALSE,31,5,TRUE,TRUE,FALSE
SUV39H1,SUV39H1,O43463,TRUE,5,5,5,0,14.0529765215864,FALSE,31,5,TRUE,TRUE,FALSE
HTRA2,HTRA2,O43464,TRUE,14,14,14,0,5.36552180559011,FALSE,31,5,TRUE,TRUE,FALSE
OIP5,OIP5,O43482,TRUE,2,2,2,0.004,14.65517463435921,FALSE,26,4,TRUE,FALSE,FALSE
AKR7A2,AKR7A2,O43488,TRUE,18,18,18,0,3.041723135907643,FALSE,31,5,TRUE,TRUE,FALSE
PROM1,PROM1,O43490,TRUE,24,24,24,0,9.759365682953838,FALSE,31,5,TRUE,TRUE,FALSE
EPB41L2,EPB41L2,O43491,TRUE,79,71,71,0,1.844004613132095,FALSE,31,5,TRUE,TRUE,FALSE
TGOLN2,TGOLN2,O43493,TRUE,28,28,28,0,4.45564273754479,FALSE,31,5,TRUE,TRUE,FALSE
RAD51C,RAD51C,O43502,TRUE,2,2,2,0.003,11.72984896763858,FALSE,17,3,TRUE,FALSE,FALSE
LAMTOR5,LAMTOR5,O43504,TRUE,4,4,4,0,2.737529715816413,FALSE,31,5,TRUE,TRUE,FALSE
B4GAT1,B4GAT1,O43505,TRUE,8,8,8,0,4.283233787318231,FALSE,31,5,TRUE,TRUE,FALSE
MED7,MED7,O43513,TRUE,5,5,5,0,5.200148836321193,FALSE,24,4,TRUE,FALSE,FALSE
WIPF1,WIPF1,O43516,TRUE,2,2,2,0.005,11.48727514314699,FALSE,20,3,TRUE,FALSE,FALSE
