file,column,rows,missing_values,description
exploratory/wes_sbs_context_target_restricted.csv,TOV1369,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV2295-R,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV2835EP,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV2881EP,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV2929D,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV3121D,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV3121EP,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV3133D,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV3133G,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,OV3331,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,OV90,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV81D,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV21G,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV3392D,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV112D,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,TOV2414,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_signature_target_sensitivity.csv,cell_line,69,0,"Stable model identifier joining matrices, metadata, and annotations."
exploratory/wes_signature_target_sensitivity.csv,mode,69,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_signature_target_sensitivity.csv,n_snv_target,69,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_signature_target_sensitivity.csv,n_snv_unrestricted,69,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_signature_target_sensitivity.csv,mmr_relative_exposure,69,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_signature_target_sensitivity.csv,reconstruction_cosine,69,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_signature_target_sensitivity.csv,target_bed_sha256,69,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_signature_target_sensitivity.csv,target_union_bp,69,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_signature_target_sensitivity.csv,caveat,69,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
