cell_line,subtype,chromosome,start,end,probes,weight,log2_raw,log2c,log2c_auto
TOV3133G,HGS,chr13,101345220,103052723,188,173.09,0.458372,0.4844336391910739,0.49815618696290853
TOV3133G,HGS,chr13,103058170,114327328,488,445.781,-0.525284,-0.49922236080892607,-0.48549981303709144
TOV3133G,HGS,chr14,15928893,20556869,246,208.654,0.580101,0.6061626391910739,0.6198851869629085
TOV3133G,HGS,chr14,20556869,21495430,234,184.96,0.99665,1.022711639191074,1.0364341869629086
TOV3133G,HGS,chr14,21496483,30890078,951,742.372,0.686641,0.7127026391910739,0.7264251869629085
TOV3133G,HGS,chr14,30894744,34561880,216,220.01,1.23972,1.265781639191074,1.2795041869629085
TOV3133G,HGS,chr14,34563086,34783964,39,37.0756,1.8513,1.877361639191074,1.8910841869629085
TOV3133G,HGS,chr14,34785766,37422961,166,181.192,1.21967,1.245731639191074,1.2594541869629086
TOV3133G,HGS,chr14,37499897,54748934,818,832.223,-0.120286,-0.09422436080892609,-0.08050181303709145
TOV3133G,HGS,chr14,54751431,55397462,108,99.8928,0.464401,0.4904626391910739,0.5041851869629086
TOV3133G,HGS,chr14,55414319,61050693,456,438.558,-0.189609,-0.16354736080892607,-0.14982481303709144
TOV3133G,HGS,chr14,61051736,64744351,323,308.932,0.183404,0.20946563919107392,0.22318818696290857
TOV3133G,HGS,chr14,64746983,67169046,121,114.539,-0.265256,-0.2391943608089261,-0.22547181303709143
TOV3133G,HGS,chr14,67179563,67835257,177,140.942,0.442764,0.4688256391910739,0.4825481869629085
TOV3133G,HGS,chr14,67864742,68921185,39,37.3591,-0.212026,-0.1859643608089261,-0.17224181303709143
TOV3133G,HGS,chr14,68926989,74603729,556,499.998,0.608441,0.634502639191074,0.6482251869629085
TOV3133G,HGS,chr14,74661294,80199830,485,421.462,1.08472,1.1107816391910739,1.1245041869629084
TOV3133G,HGS,chr14,80200107,96086735,951,901.955,0.685897,0.7119586391910739,0.7256811869629085
TOV3133G,HGS,chr14,96223165,99173790,130,130.272,1.21177,1.237831639191074,1.2515541869629085
TOV3133G,HGS,chr14,99178581,104042247,528,436.383,0.729584,0.755645639191074,0.7693681869629085
TOV3133G,HGS,chr14,104049581,105622003,82,62.3911,2.15119,2.177251639191074,2.190974186962909
TOV3133G,HGS,chr14,105624454,105856241,25,13.1066,0.630102,0.656163639191074,0.6698861869629086
TOV3133G,HGS,chr14,105864175,105914433,17,8.64223,2.51313,2.5391916391910736,2.5529141869629086
TOV3133G,HGS,chr14,105916778,106875054,116,88.7301,0.438313,0.4643746391910739,0.47809718696290854
TOV3133G,HGS,chr15,16888973,22428467,185,167.993,-1.18994,-1.163878360808926,-1.1501558130370915
TOV3133G,HGS,chr15,22430930,30088833,661,527.733,-0.57625,-0.5501883608089261,-0.5364658130370915
TOV3133G,HGS,chr15,30088931,30611286,103,65.6501,0.0110666,0.037128239191073914,0.050850786962908553
TOV3133G,HGS,chr15,30611286,41557370,1103,937.261,-0.634167,-0.6081053608089261,-0.5943828130370915
TOV3133G,HGS,chr15,41561066,42466133,272,202.622,-0.0743426,-0.04828096080892608,-0.034558413037091444
TOV3133G,HGS,chr15,42472216,47773370,845,667.172,-0.691326,-0.665264360808926,-0.6515418130370915
TOV3133G,HGS,chr15,47773687,50226092,299,284.958,1.00124,1.0273016391910739,1.0410241869629084
TOV3133G,HGS,chr15,50226926,50748898,106,93.9566,2.0317,2.0577616391910736,2.0714841869629086
TOV3133G,HGS,chr15,50749625,52938473,281,260.222,1.31289,1.3389516391910739,1.3526741869629084
TOV3133G,HGS,chr15,53517664,82138869,2651,2344.21,-0.0399967,-0.013935060808926085,-2.1251303709145242e-4
TOV3133G,HGS,chr15,82151401,82553566,81,63.263,1.16301,1.189071639191074,1.2027941869629086
TOV3133G,HGS,chr15,82553867,83970680,136,127.236,0.511813,0.5378746391910739,0.5515971869629085
TOV3133G,HGS,chr15,83982262,85747712,224,178.688,0.987419,1.013480639191074,1.0272031869629086
TOV3133G,HGS,chr15,85747760,101976614,944,850.426,-0.045465,-0.01940336080892608,-0.005680813037091448
TOV3133G,HGS,chr16,14031,3810810,551,374.101,-0.332298,-0.3062363608089261,-0.29251381303709145
TOV3133G,HGS,chr16,3850260,5090325,159,104.455,0.861114,0.887175639191074,0.9008981869629086
TOV3133G,HGS,chr16,5095420,11730450,255,244.216,-0.670053,-0.643991360808926,-0.6302688130370915
TOV3133G,HGS,chr16,11730587,14217326,113,111.056,0.0406202,0.06668183919107393,0.08040438696290855
TOV3133G,HGS,chr16,14218786,30986541,2240,1712.57,0.459411,0.4854726391910739,0.49919518696290854
TOV3133G,HGS,chr16,30991139,38318804,328,269.406,-0.164586,-0.1385243608089261,-0.12480181303709145
TOV3133G,HGS,chr16,46473918,47450486,120,111.391,0.172772,0.19883363919107394,0.21255618696290857
TOV3133G,HGS,chr16,47451370,48347730,98,81.1526,-0.771588,-0.7455263608089261,-0.7318038130370915
TOV3133G,HGS,chr16,48348072,48562498,27,23.9154,-0.0563006,-0.03023896080892608,-0.01651641303709145
TOV3133G,HGS,chr16,48577534,55875244,410,365.025,-1.67489,-1.648828360808926,-1.6351058130370915
TOV3133G,HGS,chr16,55949784,58723943,409,305.543,0.180561,0.20662263919107393,0.22034518696290856
TOV3133G,HGS,chr16,60358470,66587108,84,111.254,-0.681026,-0.6549643608089261,-0.6412418130370915
TOV3133G,HGS,chr16,66587866,67453749,225,160.02,-0.086743,-0.06068136080892608,-0.04695881303709145
TOV3133G,HGS,chr16,67457105,89716612,1859,1537.12,-0.571546,-0.545484360808926,-0.5317618130370915
TOV3133G,HGS,chr16,89716612,90186174,84,53.7241,-1.51555,-1.489488360808926,-1.4757658130370914
TOV3133G,HGS,chr17,161404,1844018,196,153.449,-0.0691781,-0.04311646080892609,-0.029393913037091456
TOV3133G,HGS,chr17,1844539,4638969,402,323.993,-0.517447,-0.4913853608089261,-0.47766281303709146
TOV3133G,HGS,chr17,4638969,16819383,1787,1318.35,-0.72376,-0.697698360808926,-0.6839758130370914
TOV3133G,HGS,chr17,16819890,22525403,612,464.261,-0.480373,-0.4543113608089261,-0.44058881303709146
TOV3133G,HGS,chr17,26981748,29264053,413,277.873,0.282614,0.3086756391910739,0.3223981869629085
TOV3133G,HGS,chr17,29264103,37987544,1163,966.324,-0.653868,-0.627806360808926,-0.6140838130370915
TOV3133G,HGS,chr17,38195848,44777967,1471,1051.09,-0.576327,-0.5502653608089261,-0.5365428130370915
TOV3133G,HGS,chr17,44777967,51217434,988,736.909,0.195807,0.2218686391910739,0.23559118696290857
TOV3133G,HGS,chr17,51218860,74999679,2177,1907.54,-0.0502709,-0.024209260808926082,-0.01048671303709145
TOV3133G,HGS,chr17,75002023,83240468,926,660.535,0.201397,0.2274586391910739,0.24118118696290855
TOV3133G,HGS,chr18,47271,2606520,131,125.611,-0.0260613,3.3919107391908176e-7,0.013722886962908552
TOV3133G,HGS,chr18,2608642,7686819,281,269.587,-0.662829,-0.636767360808926,-0.6230448130370915
TOV3133G,HGS,chr18,7737983,21869695,681,678.574,0.0477451,0.07380673919107392,0.08752928696290854
TOV3133G,HGS,chr18,22182738,23338000,44,49.8743,1.12163,1.1476916391910739,1.1614141869629084
TOV3133G,HGS,chr18,23352150,23712851,72,62.2547,-0.0394277,-0.013366060808926085,3.5648696290854764e-4
TOV3133G,HGS,chr18,23747909,23954695,65,48.3026,0.785693,0.8117546391910739,0.8254771869629085
TOV3133G,HGS,chr18,24019877,25327722,100,97.56,0.0256875,0.05174913919107392,0.06547168696290855
TOV3133G,HGS,chr18,26016267,28066602,90,100.103,1.15887,1.184931639191074,1.1986541869629086
TOV3133G,HGS,chr18,28147662,33047593,222,233.985,-0.034872,-0.008810360808926082,0.0049121869629085504
TOV3133G,HGS,chr18,33123908,34877823,91,96.8348,0.872891,0.8989526391910739,0.9126751869629085
TOV3133G,HGS,chr18,34879512,35332892,59,55.3121,1.75455,1.780611639191074,1.7943341869629086
TOV3133G,HGS,chr18,35336113,37259274,143,146.814,1.01231,1.038371639191074,1.0520941869629086
TOV3133G,HGS,chr18,37264653,45867022,132,168.687,0.442049,0.46811063919107393,0.48183318696290856
TOV3133G,HGS,chr18,45867503,46128159,68,59.5438,1.27884,1.304901639191074,1.3186241869629085
TOV3133G,HGS,chr18,46215845,57697890,601,600.722,-0.112734,-0.08667236080892608,-0.07294981303709144
TOV3133G,HGS,chr18,57701007,58681372,67,65.7237,-1.56883,-1.542768360808926,-1.5290458130370914
TOV3133G,HGS,chr18,58696355,62576983,176,174.92,-0.0858247,-0.059763060808926086,-0.04604051303709145
TOV3133G,HGS,chr18,62577153,65810030,155,153.435,0.510672,0.536733639191074,0.5504561869629085
TOV3133G,HGS,chr18,65814422,80246761,385,432.964,-0.0434206,-0.01735896080892608,-0.003636413037091446
TOV3133G,HGS,chr19,60655,8868618,815,572.432,0.0986749,0.12473653919107391,0.13845908696290854
TOV3133G,HGS,chr19,8871444,9036068,197,141.933,-1.02866,-1.002598360808926,-0.9888758130370914
TOV3133G,HGS,chr19,9093233,12581499,688,533.5,-0.172354,-0.1462923608089261,-0.13256981303709145
TOV3133G,HGS,chr19,12581499,20259158,1076,724.567,0.341942,0.36800363919107393,0.38172618696290855
TOV3133G,HGS,chr19,20259158,21933248,143,139.103,-0.154396,-0.12833436080892607,-0.11461181303709145
TOV3133G,HGS,chr19,21970648,22665312,72,68.5646,-0.80801,-0.781948360808926,-0.7682258130370915
TOV3133G,HGS,chr19,22685184,22988451,33,30.5274,-1.49893,-1.4728683608089261,-1.4591458130370916
TOV3133G,HGS,chr19,23127808,24922854,87,88.9955,-0.744015,-0.717953360808926,-0.7042308130370915
TOV3133G,HGS,chr19,27202451,31279770,53,71.1944,0.136689,0.1627506391910739,0.17647318696290856
TOV3133G,HGS,chr19,32347181,33811862,190,158.725,0.75463,0.780691639191074,0.7944141869629086
TOV3133G,HGS,chr19,33813628,42589090,1465,1055.98,-0.0759788,-0.04991716080892608,-0.03619461303709145
TOV3133G,HGS,chr19,42589413,43262178,92,78.4229,-0.832053,-0.8059913608089261,-0.7922688130370915
TOV3133G,HGS,chr19,43267724,43608177,48,30.4381,-0.200471,-0.1744093608089261,-0.16068681303709145
TOV3133G,HGS,chr19,43610887,52416771,1487,1072.96,0.246719,0.2727806391910739,0.28650318696290855
TOV3133G,HGS,chr19,52431419,58599511,1418,1087.87,-0.147737,-0.12167536080892609,-0.10795281303709145
TOV3133G,HGS,chr20,60132,1934794,172,143.035,0.166763,0.1928246391910739,0.20654718696290855
TOV3133G,HGS,chr20,1937231,4867885,375,296.031,0.703803,0.7298646391910739,0.7435871869629085
TOV3133G,HGS,chr20,4869857,30557880,1051,1057.3,0.289553,0.3156146391910739,0.32933718696290853
TOV3133G,HGS,chr20,30837587,35606421,755,560.832,0.296928,0.32298963919107393,0.33671218696290856
TOV3133G,HGS,chr20,35607066,36591154,173,138.389,0.648786,0.6748476391910739,0.6885701869629085
TOV3133G,HGS,chr20,36591154,43540920,530,443.665,-0.129591,-0.1035293608089261,-0.08980681303709145
TOV3133G,HGS,chr20,43540920,49514430,708,559.124,0.232671,0.2587326391910739,0.27245518696290855
TOV3133G,HGS,chr20,49517534,56366298,254,257.424,0.760803,0.786864639191074,0.8005871869629085
TOV3133G,HGS,chr20,56366674,58103970,136,117.196,-0.0880818,-0.062020160808926084,-0.04829761303709145
TOV3133G,HGS,chr20,58153492,58445556,45,38.8447,0.865305,0.891366639191074,0.9050891869629085
TOV3133G,HGS,chr20,58459726,61852945,180,163.765,0.0479927,0.07405433919107392,0.08777688696290856
TOV3133G,HGS,chr20,61894856,64303247,201,140.485,0.899529,0.925590639191074,0.9393131869629086
TOV3133G,HGS,chr21,4975349,13934269,115,135.799,-0.568056,-0.541994360808926,-0.5282718130370915
TOV3133G,HGS,chr21,13937502,30282669,441,515.741,-0.147717,-0.12165536080892607,-0.10793281303709143
TOV3133G,HGS,chr21,30282669,30643137,38,36.7091,-0.617052,-0.5909903608089261,-0.5772678130370915
TOV3133G,HGS,chr21,30718548,46509436,1508,1257.99,0.0674177,0.09347933919107392,0.10720188696290855
TOV3133G,HGS,chr21,46511393,46691303,35,25.9472,-0.653432,-0.627370360808926,-0.6136478130370915
TOV3133G,HGS,chr22,10367111,35421634,2035,1597.19,-0.0591357,-0.03307406080892608,-0.01935151303709145
TOV3133G,HGS,chr22,35554541,38148628,296,203.494,0.09181,0.11787163919107392,0.13159418696290856
TOV3133G,HGS,chr22,38167904,38645663,76,62.5716,0.801954,0.8280156391910739,0.8417381869629085
TOV3133G,HGS,chr22,38649966,50799199,1142,903.338,0.0530103,0.07907193919107391,0.09279448696290855
TOV3133G,HGS,chrX,150500,12690380,356,313.808,0.45967,0.4857316391910739,0.49945418696290855
TOV3133G,HGS,chrX,12694272,15491269,230,180.657,1.10904,1.135101639191074,1.1488241869629086
TOV3133G,HGS,chrX,15503445,20050975,416,331.517,0.639145,0.6652066391910739,0.6789291869629085
TOV3133G,HGS,chrX,20052808,24071762,215,190.385,0.917997,0.9440586391910739,0.9577811869629085
TOV3133G,HGS,chrX,24073054,49348012,1321,1066.64,0.548122,0.574183639191074,0.5879061869629085
TOV3133G,HGS,chrX,49529817,50634000,163,117.289,0.319526,0.3455876391910739,0.3593101869629085
TOV3133G,HGS,chrX,50634280,52054301,44,34.1623,0.880747,0.9068086391910739,0.9205311869629085
TOV3133G,HGS,chrX,52061971,52192121,21,11.8802,2.07165,2.0977116391910737,2.1114341869629087
TOV3133G,HGS,chrX,52199791,63638238,521,400.923,0.723509,0.7495706391910739,0.7632931869629085
TOV3133G,HGS,chrX,63643951,97604788,1414,1191.65,-0.022184100000000002,0.0038775391910739164,0.01760008696290855
TOV3133G,HGS,chrX,99719478,103377762,497,349.145,0.610492,0.636553639191074,0.6502761869629086
TOV3133G,HGS,chrX,103377762,118443743,846,713.949,-0.0841162,-0.058054560808926084,-0.04433201303709145
TOV3133G,HGS,chrX,118444304,120026896,195,148.938,1.02401,1.050071639191074,1.0637941869629086
TOV3133G,HGS,chrX,120072498,124031162,253,207.951,1.55,1.576061639191074,1.5897841869629086
TOV3133G,HGS,chrX,124037512,124896290,80,67.2001,0.978025,1.0040866391910739,1.0178091869629087
TOV3133G,HGS,chrX,124963522,156023232,1689,1345.82,0.273444,0.2995056391910739,0.31322818696290855
OV3291,HGS,chr1,14425,2561894,235,164.83,0.330422,0.2571575403167421,0.27949969082161397
OV3291,HGS,chr1,2562740,29030543,2828,2313.34,0.0812483,0.007983840316742097,0.030325990821613955
OV3291,HGS,chr1,29033016,30713706,49,51.8821,0.729897,0.6566325403167421,0.678974690821614
OV3291,HGS,chr1,30715110,37696014,848,716.356,0.0197054,-0.0535590596832579,-0.03121690917838604
OV3291,HGS,chr1,37698823,39452867,264,225.725,0.499128,0.4258635403167421,0.448205690821614
OV3291,HGS,chr1,39453656,39763838,66,50.6436,0.66417,0.5909055403167421,0.613247690821614
OV3291,HGS,chr1,39769928,44851061,667,551.928,1.11932,1.0460555403167422,1.068397690821614
OV3291,HGS,chr1,44857654,45569270,100,83.9833,0.693677,0.6204125403167421,0.642754690821614
OV3291,HGS,chr1,45569861,58692980,1128,1072.52,0.0489823,-0.0242821596832579,-0.0019400091783860415
OV3291,HGS,chr1,58781303,62654191,249,268.578,0.923654,0.8503895403167421,0.872731690821614
OV3291,HGS,chr1,62662976,87348847,1277,1418.78,0.0788097,0.005545240316742098,0.027887390821613955
OV3291,HGS,chr1,88740955,90027767,187,171.23,0.757279,0.6840145403167421,0.706356690821614
OV3291,HGS,chr1,90714491,125307700,2516,2430.15,0.182976,0.1097115403167421,0.13205369082161394
OV3291,HGS,chr1,143401653,180884786,4844,4151.22,0.569315,0.4960505403167421,0.518392690821614
OV3291,HGS,chr1,180885123,195779634,791,794.863,0.169995,0.09673054031674211,0.11907269082161397
OV3291,HGS,chr1,195806538,197344498,164,171.737,0.521233,0.44796854031674205,0.4703106908216139
OV3291,HGS,chr1,197347287,198932825,90,98.1365,-0.162115,-0.2353794596832579,-0.21303730917838604
OV3291,HGS,chr1,198932825,200973174,136,135.791,0.887811,0.8145465403167421,0.836888690821614
OV3291,HGS,chr1,200974661,201316744,95,61.4521,0.3103,0.23703554031674212,0.259377690821614
OV3291,HGS,chr1,201318584,202134576,142,107.741,0.736167,0.6629025403167421,0.685244690821614
OV3291,HGS,chr1,202135082,219610381,1574,1437.48,0.0586359,-0.014628559683257901,0.007713590821613957
OV3291,HGS,chr1,219663252,227507638,659,632.657,0.629597,0.5563325403167421,0.5786746908216139
OV3291,HGS,chr1,227582459,229431401,105,99.7348,1.26058,1.1873155403167421,1.209657690821614
OV3291,HGS,chr1,229441328,236588095,592,567.837,0.691077,0.6178125403167422,0.640154690821614
OV3291,HGS,chr1,236590799,241879045,348,353.852,0.461365,0.3881005403167421,0.410442690821614
OV3291,HGS,chr1,241879045,246564489,235,271.575,0.980333,0.9070685403167421,0.929410690821614
OV3291,HGS,chr1,246565799,248937126,358,343.929,0.42116,0.3478955403167421,0.37023769082161395
OV3291,HGS,chr2,41500,15327929,649,667.2,0.701386,0.628121540316742,0.6504636908216139
OV3291,HGS,chr2,15328154,17932962,137,144.182,1.19176,1.118495540316742,1.1408376908216138
OV3291,HGS,chr2,18555137,23762397,217,225.792,0.551936,0.4786715403167421,0.501013690821614
OV3291,HGS,chr2,23765444,26495127,371,329.127,0.893703,0.8204385403167421,0.842780690821614
OV3291,HGS,chr2,26501678,27568830,330,242.289,0.408339,0.3350745403167421,0.357416690821614
OV3291,HGS,chr2,27568830,28869785,202,182.334,0.917141,0.8438765403167421,0.866218690821614
OV3291,HGS,chr2,28869785,37201953,600,580.037,0.554069,0.48080454031674213,0.503146690821614
OV3291,HGS,chr2,37210938,42057427,294,300.293,-0.340257,-0.4135214596832579,-0.391179309178386
OV3291,HGS,chr2,42057583,46917287,375,381.667,0.248044,0.1747795403167421,0.19712169082161396
OV3291,HGS,chr2,46956770,50920103,211,241.921,-0.395796,-0.4690604596832579,-0.446718309178386
OV3291,HGS,chr2,50921772,55687759,315,320.321,-0.131471,-0.2047354596832579,-0.18239330917838603
OV3291,HGS,chr2,55693029,59277642,61,82.203,-0.461068,-0.5343324596832579,-0.5119903091783861
OV3291,HGS,chr2,60452503,62874558,251,245.682,1.28787,1.2146055403167422,1.236947690821614
OV3291,HGS,chr2,62942684,64592847,129,136.972,0.559801,0.4865365403167421,0.508878690821614
OV3291,HGS,chr2,64592856,65004083,16,17.1478,1.16512,1.091855540316742,1.1141976908216138
OV3291,HGS,chr2,65010527,70767213,384,385.142,-0.0702667,-0.14353115968325791,-0.12118900917838604
OV3291,HGS,chr2,70777530,71682687,147,128.286,0.719551,0.6462865403167422,0.668628690821614
OV3291,HGS,chr2,71686355,84874898,664,644.359,-0.320307,-0.3935714596832579,-0.37122930917838604
OV3291,HGS,chr2,84905950,88028593,473,399.384,0.490907,0.4176425403167421,0.43998469082161396
OV3291,HGS,chr2,88034051,90501211,164,148.91,0.0329097,-0.0403547596832579,-0.01801260917838604
OV3291,HGS,chr2,91345693,100990910,879,781.74,-0.124403,-0.19766745968325788,-0.17532530917838604
OV3291,HGS,chr2,100995368,102764477,204,180.772,0.272525,0.19926054031674212,0.221602690821614
OV3291,HGS,chr2,102797809,105396771,43,54.835,1.26356,1.1902955403167421,1.2126376908216139
OV3291,HGS,chr2,105855024,106507069,78,71.7589,0.6313,0.5580355403167421,0.580377690821614
OV3291,HGS,chr2,106697230,108659806,116,117.396,-0.0472867,-0.1205511596832579,-0.09820900917838604
OV3291,HGS,chr2,108660110,108906422,77,69.8436,0.54981,0.4765455403167421,0.498887690821614
OV3291,HGS,chr2,108907787,113129704,508,471.915,-0.0341932,-0.1074576596832579,-0.08511550917838603
OV3291,HGS,chr2,113131000,113755598,83,68.0496,0.765416,0.6921515403167421,0.714493690821614
OV3291,HGS,chr2,113755763,126690367,312,372.995,-0.141967,-0.2152314596832579,-0.19288930917838604
OV3291,HGS,chr2,126695921,128189946,219,175.441,0.344324,0.2710595403167421,0.293401690821614
OV3291,HGS,chr2,128189946,178649955,3449,3504.7,-0.200113,-0.2733774596832579,-0.25103530917838607
OV3291,HGS,chr2,178650095,178678888,53,43.9178,0.353487,0.2802225403167421,0.30256469082161397
OV3291,HGS,chr2,178679275,186508757,534,552.269,-0.223386,-0.29665045968325787,-0.27430830917838606
OV3291,HGS,chr2,186600255,191685979,436,423.91,-0.0103567,-0.0836211596832579,-0.06127900917838604
OV3291,HGS,chr2,191686808,200776015,486,516.899,-0.212931,-0.2861954596832579,-0.26385330917838606
OV3291,HGS,chr2,200777680,205615628,594,566.822,0.356201,0.2829365403167421,0.30527869082161396
OV3291,HGS,chr2,205683209,206281979,74,62.6529,0.948439,0.8751745403167421,0.897516690821614
OV3291,HGS,chr2,206297214,208248694,197,190.773,0.174975,0.10171054031674209,0.12405269082161395
OV3291,HGS,chr2,208251350,208490759,59,54.2723,0.873191,0.7999265403167422,0.822268690821614
OV3291,HGS,chr2,208493445,226796551,1275,1177.39,-0.441752,-0.5150164596832578,-0.492674309178386
OV3291,HGS,chr2,226796551,227893931,167,150.462,0.398886,0.3256215403167421,0.347963690821614
OV3291,HGS,chr2,227902954,235968662,709,664.458,-0.311696,-0.38496045968325787,-0.362618309178386
OV3291,HGS,chr2,235974151,236470122,36,38.8991,-1.17471,-1.2479744596832578,-1.225632309178386
OV3291,HGS,chr2,236486762,242175714,505,417.569,-0.323085,-0.3963494596832579,-0.37400730917838604
OV3291,HGS,chr3,150500,32786040,1763,1773.16,-0.0727539,-0.14601835968325788,-0.12367620917838604
OV3291,HGS,chr3,32873749,33866557,145,134.797,0.759577,0.686312540316742,0.7086546908216139
OV3291,HGS,chr3,35679806,56173590,2923,2414.5,-0.0341637,-0.10742815968325789,-0.08508600917838605
OV3291,HGS,chr3,56284777,56977385,73,74.072,0.800266,0.7270015403167421,0.749343690821614
OV3291,HGS,chr3,57007189,64655722,527,531.983,0.00170565,-0.0715588096832579,-0.04921665917838604
OV3291,HGS,chr3,64655722,69311409,225,234.476,0.677223,0.6039585403167421,0.626300690821614
OV3291,HGS,chr3,69313382,88156463,364,471.654,-0.0149084,-0.0881728596832579,-0.06583070917838604
OV3291,HGS,chr3,88156463,105545379,591,675.324,-0.257643,-0.3309074596832579,-0.30856530917838604
OV3291,HGS,chr3,105547094,119863631,861,886.741,-0.0459351,-0.1191995596832579,-0.09685740917838603
OV3291,HGS,chr3,119866491,123733953,495,469.354,0.310264,0.23699954031674209,0.25934169082161396
OV3291,HGS,chr3,123735289,126153632,323,292.366,0.648913,0.5756485403167421,0.5979906908216139
OV3291,HGS,chr3,126155351,126501340,34,26.6693,0.109319,0.0360545403167421,0.05839669082161396
OV3291,HGS,chr3,126501752,130744990,437,370.339,-0.51086,-0.5841244596832579,-0.561782309178386
OV3291,HGS,chr3,130744990,134366474,338,336.023,0.223684,0.1504195403167421,0.17276169082161397
OV3291,HGS,chr3,134409856,148985961,804,843.168,-0.495565,-0.5688294596832579,-0.5464873091783861
OV3291,HGS,chr3,148996266,149895623,107,102.342,0.102135,0.028870540316742105,0.05121269082161396
OV3291,HGS,chr3,149911944,151937222,218,214.548,-0.580456,-0.6537204596832579,-0.631378309178386
OV3291,HGS,chr3,152090446,157489250,275,306.799,0.355123,0.2818585403167421,0.304200690821614
OV3291,HGS,chr3,157493156,167368618,308,355.798,-0.516788,-0.5900524596832579,-0.567710309178386
OV3291,HGS,chr3,167442044,168043573,60,66.1913,0.213996,0.1407315403167421,0.16307369082161394
OV3291,HGS,chr3,168551800,169149761,36,34.4757,1.07596,1.0026955403167421,1.025037690821614
OV3291,HGS,chr3,169369994,172400560,261,266.4,0.391118,0.3178535403167421,0.340195690821614
OV3291,HGS,chr3,172445100,184915116,729,696.778,-0.390066,-0.4633304596832579,-0.44098830917838605
OV3291,HGS,chr3,184915292,194360546,566,568.842,-0.0870215,-0.1602859596832579,-0.13794380917838606
OV3291,HGS,chr3,194363261,196577870,265,230.51,0.582007,0.5087425403167422,0.531084690821614
OV3291,HGS,chr3,196584103,198228398,198,187.128,0.0120784,-0.061186059683257896,-0.03884390917838604
OV3291,HGS,chr4,59370,20480851,1207,1135.64,0.0718656,-0.001398859683257897,0.02094329082161396
OV3291,HGS,chr4,20488778,20554424,22,20.2629,-5.40944,-5.482704459683258,-5.460362309178386
OV3291,HGS,chr4,20567201,20850724,30,31.44,-0.934242,-1.007506459683258,-0.985164309178386
OV3291,HGS,chr4,20983747,39471365,526,612.173,0.0250761,-0.048188359683257895,-0.02584620917838604
OV3291,HGS,chr4,39473041,39745865,19,20.8808,0.849926,0.7766615403167421,0.7990036908216139
OV3291,HGS,chr4,39755595,40436663,83,78.911,-0.058182,-0.1314464596832579,-0.10910430917838604
OV3291,HGS,chr4,40463594,48485156,370,411.119,-0.356115,-0.4293794596832579,-0.40703730917838604
OV3291,HGS,chr4,48488380,49197316,97,92.4356,0.701972,0.6287075403167421,0.651049690821614
OV3291,HGS,chr4,49342914,53576409,123,147.16,0.540037,0.4667725403167421,0.48911469082161396
OV3291,HGS,chr4,53681339,82705467,1576,1673.01,-0.368485,-0.4417494596832579,-0.41940730917838603
OV3291,HGS,chr4,82753282,84724629,170,163.454,0.357023,0.2837585403167421,0.30610069082161395
OV3291,HGS,chr4,84734979,88397038,304,302.962,-0.299796,-0.3730604596832579,-0.35071830917838603
OV3291,HGS,chr4,88404814,88493203,26,24.0862,-1.46159,-1.5348544596832578,-1.512512309178386
OV3291,HGS,chr4,88493855,95841475,232,281.31,-0.337725,-0.4109894596832579,-0.388647309178386
OV3291,HGS,chr4,97712634,98573086,36,47.8595,-1.42586,-1.4991244596832578,-1.476782309178386
OV3291,HGS,chr4,98658068,102315868,217,229.508,-0.383357,-0.4566214596832579,-0.43427930917838603
OV3291,HGS,chr4,102529772,106171302,233,244.968,-1.30289,-1.376154459683258,-1.3538123091783862
OV3291,HGS,chr4,106193567,107701347,39,50.6038,0.377607,0.3043425403167421,0.326684690821614
OV3291,HGS,chr4,107895508,118318586,513,544.532,-0.335295,-0.4085594596832579,-0.38621730917838604
OV3291,HGS,chr4,118331668,122897750,365,376.254,0.662978,0.5897135403167421,0.6120556908216139
OV3291,HGS,chr4,122917480,137530702,293,362.609,-0.424906,-0.4981704596832579,-0.47582830917838603
OV3291,HGS,chr4,137530702,138242110,20,23.0934,0.538004,0.46473954031674214,0.487081690821614
OV3291,HGS,chr4,139043026,140294485,94,94.3236,-0.300967,-0.3742314596832579,-0.351889309178386
OV3291,HGS,chr4,140343571,141730035,74,81.515,0.130697,0.05743254031674211,0.07977469082161397
OV3291,HGS,chr4,142028725,151128382,447,501.602,-0.410675,-0.4839394596832579,-0.46159730917838604
OV3291,HGS,chr4,151132254,151283323,24,21.6323,0.722867,0.6496025403167421,0.671944690821614
OV3291,HGS,chr4,151291103,152628264,56,61.353,-0.238639,-0.3119034596832579,-0.289561309178386
OV3291,HGS,chr4,152639708,153409118,61,62.3587,0.779026,0.7057615403167421,0.728103690821614
OV3291,HGS,chr4,153467143,168092809,551,628.83,-0.433719,-0.5069834596832579,-0.48464130917838605
OV3291,HGS,chr4,168127653,168512197,78,73.7806,0.345412,0.2721475403167421,0.29448969082161397
OV3291,HGS,chr4,168513325,185342165,552,638.498,-0.352744,-0.4260084596832579,-0.40366630917838603
OV3291,HGS,chr4,185346492,186194656,120,105.327,0.210854,0.13758954031674211,0.15993169082161396
OV3291,HGS,chr4,186195943,190060527,148,148.514,-0.364491,-0.4377554596832579,-0.41541330917838604
OV3291,HGS,chr5,90456,47364976,1844,1938.37,0.758453,0.6851885403167421,0.707530690821614
OV3291,HGS,chr5,49488324,60939538,490,551.255,-0.0240017,-0.0972661596832579,-0.07492400917838604
