cell_line,patient_id,histotype_code,rna_tpm,rna_log2_tpm_plus1,protein_log2_normalised,cohort,gene,ranking_direction,rna_preference_percentile,protein_preference_percentile,joint_mean_score,joint_weaker_assay_score,joint_rna25_score,joint_rna75_score,joint_mean_rank,joint_weaker_assay_rank,joint_rna25_rank,joint_rna75_rank,rank_best_across_methods,rank_worst_across_methods,absolute_assay_percentile_gap,both_assays_same_direction,n_ranked,protein_isodoping
VOA4395,VOA4395,EC,47.49954699999999,5.599899367055052,13.38002877452424,patient_means_of_matched_models,ERBB2,higher,0.2692307692307692,0.6923076923076923,0.4807692307692307,0.2692307692307692,0.5865384615384615,0.375,16.0,17.0,11.0,18.0,11.0,18.0,0.4230769230769231,False,27.0,True
VOA4841,VOA4841,CC,90.1203914,6.509702038922262,13.1042090899028,patient_means_of_matched_models,ERBB2,higher,0.8846153846153846,0.11538461538461539,0.5,0.11538461538461539,0.3076923076923077,0.6923076923076923,13.0,22.0,19.0,9.0,9.0,22.0,0.7692307692307692,False,27.0,True
VOA5217,VOA5217,MMMT,72.027163,6.190361279926192,13.58144127659377,patient_means_of_matched_models,ERBB2,higher,0.6923076923076923,0.8461538461538461,0.7692307692307692,0.6923076923076923,0.8076923076923077,0.7307692307692307,7.0,5.0,5.0,7.0,5.0,7.0,0.15384615384615385,True,27.0,True
VOA5436,VOA5436,MMMT,59.67433830000001,5.923014564658266,13.32268251703292,patient_means_of_matched_models,ERBB2,higher,0.5,0.5,0.5,0.5,0.5,0.5,13.0,10.0,15.0,14.0,10.0,15.0,0.0,True,27.0,True
VOA8762,VOA8762,MC,78.3467398,6.310099041690741,13.63914457854373,patient_means_of_matched_models,ERBB2,higher,0.7692307692307693,0.8846153846153846,0.8269230769230769,0.7692307692307693,0.8557692307692307,0.7980769230769231,3.0,2.0,3.0,5.0,2.0,5.0,0.11538461538461531,True,27.0,True
VOA8771,VOA8771,MC,69.98197449999999,6.1493808011788404,13.64802319162523,patient_means_of_matched_models,ERBB2,higher,0.6153846153846154,0.9230769230769231,0.7692307692307693,0.6153846153846154,0.8461538461538461,0.6923076923076923,6.0,7.0,4.0,9.0,4.0,9.0,0.3076923076923077,True,27.0,True
OV1369-R2,1369,HGS,28.9642363,4.905169699223096,13.09504753490508,HGS_selected_representatives,ERBB2,higher,0.09090909090909091,0.18181818181818182,0.13636363636363635,0.09090909090909091,0.1590909090909091,0.11363636363636363,10.0,10.0,10.0,11.0,10.0,11.0,0.09090909090909091,False,12.0,True
OV1946,OV1946,HGS,29.245250799999997,4.918636718755813,12.91974977298359,HGS_selected_representatives,ERBB2,higher,0.18181818181818182,0.0,0.09090909090909091,0.0,0.045454545454545456,0.13636363636363635,11.0,11.0,12.0,10.0,10.0,12.0,0.18181818181818182,False,12.0,True
OV2085,OV2085,HGS,37.752488199999995,5.276217040075657,13.32622273451726,HGS_selected_representatives,ERBB2,higher,0.45454545454545453,0.7272727272727273,0.5909090909090909,0.45454545454545453,0.6590909090909091,0.5227272727272727,6.0,6.0,5.0,7.0,5.0,7.0,0.27272727272727276,False,12.0,True
OV2295,2295,HGS,78.473694,6.3124054984783005,13.31748998068187,HGS_selected_representatives,ERBB2,higher,0.9090909090909091,0.6363636363636364,0.7727272727272727,0.6363636363636364,0.7045454545454546,0.8409090909090908,2.0,2.0,4.0,2.0,2.0,4.0,0.2727272727272727,True,12.0,True
OV3133-R,3133,HGS,35.41434829400001,5.186435120416432,13.28486085076809,HGS_selected_representatives,ERBB2,higher,0.36363636363636365,0.45454545454545453,0.40909090909090906,0.36363636363636365,0.43181818181818177,0.38636363636363635,8.0,7.0,8.0,8.0,7.0,8.0,0.09090909090909088,False,12.0,True
OV4453,OV4453,HGS,71.50283500000002,6.179965503262875,13.31465407734208,HGS_selected_representatives,ERBB2,higher,0.8181818181818182,0.5454545454545454,0.6818181818181819,0.5454545454545454,0.6136363636363636,0.75,5.0,4.0,6.0,3.0,3.0,6.0,0.2727272727272728,True,12.0,True
OV4485,OV4485,HGS,49.852913,5.668258513026857,13.40150299877742,HGS_selected_representatives,ERBB2,higher,0.5454545454545454,1.0,0.7727272727272727,0.5454545454545454,0.8863636363636364,0.6590909090909091,2.0,4.0,1.0,5.0,1.0,5.0,0.4545454545454546,True,12.0,True
OV866-2,OV866-2,HGS,50.27316926272701,5.680132170276312,13.35384769669199,HGS_selected_representatives,ERBB2,higher,0.6363636363636364,0.9090909090909091,0.7727272727272727,0.6363636363636364,0.8409090909090908,0.7045454545454546,2.0,2.0,3.0,4.0,2.0,4.0,0.2727272727272727,True,12.0,True
TOV3041G,TOV3041G,HGS,34.920132,5.166720746619972,13.20788972133084,HGS_selected_representatives,ERBB2,higher,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,9.0,9.0,9.0,9.0,9.0,9.0,0.0,False,12.0,True
TOV3291G,3291,HGS,66.73972635,6.081930253637127,13.2537472053774,HGS_selected_representatives,ERBB2,higher,0.7272727272727273,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.6363636363636364,7.0,7.0,7.0,6.0,6.0,7.0,0.36363636363636365,False,12.0,True
OV3331,OV3331,HGS,110.83956845746062,6.805286888849257,13.3360871237342,HGS_selected_representatives,ERBB2,higher,1.0,0.8181818181818182,0.9090909090909092,0.8181818181818182,0.8636363636363636,0.9545454545454546,1.0,1.0,2.0,1.0,1.0,2.0,0.18181818181818177,True,12.0,True
OV90,OV90,HGS,23.301119430000004,4.602950867932892,12.99980529408047,HGS_selected_representatives,ERBB2,higher,0.0,0.09090909090909091,0.045454545454545456,0.0,0.06818181818181818,0.022727272727272728,12.0,11.0,11.0,12.0,11.0,12.0,0.09090909090909091,False,12.0,True
TOV21G,TOV21G,CC,58.525746800000015,5.895441910305661,13.24664001241301,CC_selected_representatives,ERBB2,higher,0.0,0.2,0.1,0.0,0.15000000000000002,0.05,6.0,5.0,5.0,6.0,5.0,6.0,0.2,False,6.0,True
TOV3392D,TOV3392D,CC,216.377008563498,7.764055547869947,13.90404094331423,CC_selected_representatives,ERBB2,higher,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,6.0,True
VOA10816,VOA10816,CC,147.21650100000002,7.211562262153019,13.37558430657029,CC_selected_representatives,ERBB2,higher,0.8,0.4,0.6000000000000001,0.4,0.5,0.7000000000000001,2.0,2.0,3.0,2.0,2.0,3.0,0.4,False,6.0,True
VOA12539,VOA12539,CC,72.5451607,6.200558509599236,13.65070045426861,CC_selected_representatives,ERBB2,higher,0.4,0.8,0.6000000000000001,0.4,0.7000000000000001,0.5,2.0,2.0,2.0,3.0,2.0,3.0,0.4,False,6.0,True
VOA295,VOA295,CC,66.55604799999999,6.078013028450478,13.49383347241082,CC_selected_representatives,ERBB2,higher,0.2,0.6,0.4,0.2,0.49999999999999994,0.30000000000000004,4.0,4.0,4.0,5.0,4.0,5.0,0.39999999999999997,False,6.0,True
VOA4841,VOA4841,CC,90.1203914,6.509702038922262,13.1042090899028,CC_selected_representatives,ERBB2,higher,0.6,0.0,0.3,0.0,0.15,0.44999999999999996,5.0,5.0,6.0,4.0,4.0,6.0,0.6,False,6.0,True
OV1369-R2,1369,HGS,0.26896,0.3436465934413079,11.10101719796016,matched_models,FOLR1,higher,0.13793103448275862,0.20689655172413793,0.1724137931034483,0.13793103448275862,0.1896551724137931,0.15517241379310345,24.0,24.0,24.0,26.0,24.0,26.0,0.06896551724137931,False,30.0,False
OV1946,OV1946,HGS,0.0401551,0.05679866809441615,11.10408626786945,matched_models,FOLR1,higher,0.034482758620689655,0.2413793103448276,0.13793103448275862,0.034482758620689655,0.1896551724137931,0.08620689655172414,26.0,28.0,24.0,27.0,24.0,28.0,0.20689655172413796,False,30.0,False
OV2085,OV2085,HGS,129.4970434,7.027873310589212,12.49526645592224,matched_models,FOLR1,higher,0.7586206896551724,0.8275862068965517,0.7931034482758621,0.7586206896551724,0.8103448275862069,0.7758620689655171,7.0,7.0,7.0,8.0,7.0,8.0,0.06896551724137934,True,30.0,False
OV2295,2295,HGS,277.29024,8.120446502143453,13.23451349569614,matched_models,FOLR1,higher,0.9310344827586207,0.9655172413793104,0.9482758620689655,0.9310344827586207,0.9568965517241379,0.9396551724137931,1.0,1.0,1.0,1.0,1.0,1.0,0.034482758620689724,True,30.0,False
OV2295-R2,2295,HGS,30.95514,4.9979761029325145,11.57675498630536,matched_models,FOLR1,higher,0.4482758620689655,0.4827586206896552,0.4655172413793104,0.4482758620689655,0.47413793103448276,0.45689655172413796,15.0,15.0,15.0,16.0,15.0,16.0,0.03448275862068967,False,30.0,False
OV3133-R,3133,HGS,376.972112,8.562135981460342,12.3929529380732,matched_models,FOLR1,higher,0.9655172413793104,0.7931034482758621,0.8793103448275863,0.7931034482758621,0.8362068965517242,0.9224137931034483,4.0,5.0,6.0,2.0,2.0,6.0,0.1724137931034483,True,30.0,False
OV4453,OV4453,HGS,31.52373,5.023420817980344,11.41890129753219,matched_models,FOLR1,higher,0.4827586206896552,0.3793103448275862,0.43103448275862066,0.3793103448275862,0.4051724137931034,0.4568965517241379,16.0,17.0,19.0,17.0,16.0,19.0,0.103448275862069,False,30.0,False
OV4485,OV4485,HGS,192.645749,7.597276020787592,13.08795244061893,matched_models,FOLR1,higher,0.8620689655172413,0.9310344827586207,0.896551724137931,0.8620689655172413,0.9137931034482758,0.8793103448275862,3.0,2.0,3.0,4.0,2.0,4.0,0.06896551724137934,True,30.0,False
OV866-2,OV866-2,HGS,0.0750092,0.10434900654736935,10.89042292311317,matched_models,FOLR1,higher,0.06896551724137931,0.10344827586206896,0.08620689655172414,0.06896551724137931,0.09482758620689655,0.07758620689655173,28.0,26.0,28.0,29.0,26.0,29.0,0.034482758620689655,False,30.0,False
TOV1369,1369,HGS,42.06002,5.4282770844782995,11.93658267870012,matched_models,FOLR1,higher,0.5517241379310345,0.6206896551724138,0.5862068965517242,0.5517241379310345,0.603448275862069,0.5689655172413793,14.0,13.0,14.0,14.0,13.0,14.0,0.06896551724137934,True,30.0,False
TOV3041G,TOV3041G,HGS,47.147105,5.589377148870807,12.22919311636462,matched_models,FOLR1,higher,0.5862068965517241,0.7241379310344828,0.6551724137931034,0.5862068965517241,0.6896551724137931,0.6206896551724137,11.0,11.0,9.0,13.0,9.0,13.0,0.13793103448275867,True,30.0,False
TOV3133G,3133,HGS,712.6388,9.479050245399895,11.58875550024574,matched_models,FOLR1,higher,1.0,0.5172413793103449,0.7586206896551724,0.5172413793103449,0.6379310344827587,0.8793103448275862,8.0,14.0,12.0,4.0,4.0,14.0,0.48275862068965514,True,30.0,False
TOV3291G,3291,HGS,2.67916,1.8793764178676295,11.58922940087884,matched_models,FOLR1,higher,0.2413793103448276,0.5517241379310345,0.39655172413793105,0.2413793103448276,0.47413793103448276,0.31896551724137934,19.0,22.0,15.0,22.0,15.0,22.0,0.31034482758620685,False,30.0,False
OV3331,OV3331,HGS,21.457442,4.489121702764626,11.41398243099778,matched_models,FOLR1,higher,0.3793103448275862,0.3448275862068966,0.3620689655172414,0.3448275862068966,0.35344827586206895,0.37068965517241376,21.0,18.0,21.0,19.0,18.0,21.0,0.03448275862068961,False,30.0,False
OV90,OV90,HGS,34.6031126,5.153931469120785,11.37273900267357,matched_models,FOLR1,higher,0.5172413793103449,0.3103448275862069,0.4137931034482759,0.3103448275862069,0.36206896551724144,0.4655172413793104,17.0,19.0,20.0,15.0,15.0,20.0,0.20689655172413796,False,30.0,False
TOV21G,TOV21G,CC,78.37843999999998,6.310675304663016,11.90210626160201,matched_models,FOLR1,higher,0.6896551724137931,0.5862068965517241,0.6379310344827587,0.5862068965517241,0.6120689655172413,0.6637931034482759,12.0,11.0,13.0,10.0,10.0,13.0,0.10344827586206906,True,30.0,False
TOV3392D,TOV3392D,CC,204.992456,7.686447692762436,12.78395328161519,matched_models,FOLR1,higher,0.896551724137931,0.8620689655172413,0.8793103448275862,0.8620689655172413,0.8706896551724138,0.8879310344827587,5.0,2.0,4.0,3.0,2.0,5.0,0.034482758620689724,True,30.0,False
VOA10816,VOA10816,CC,48.50294,5.6294423048768785,11.94621200680996,matched_models,FOLR1,higher,0.6206896551724138,0.6551724137931034,0.6379310344827587,0.6206896551724138,0.646551724137931,0.6293103448275863,12.0,10.0,11.0,12.0,10.0,12.0,0.03448275862068961,True,30.0,False
VOA12539,VOA12539,CC,16.98583,4.168788832578848,11.24620289839869,matched_models,FOLR1,higher,0.3448275862068966,0.27586206896551724,0.3103448275862069,0.27586206896551724,0.2931034482758621,0.3275862068965517,22.0,21.0,22.0,21.0,21.0,22.0,0.06896551724137934,False,30.0,False
VOA295,VOA295,CC,119.27339,6.910173677163581,12.34815463655884,matched_models,FOLR1,higher,0.7241379310344828,0.7586206896551724,0.7413793103448276,0.7241379310344828,0.7499999999999999,0.7327586206896552,9.0,8.0,8.0,9.0,8.0,9.0,0.03448275862068961,True,30.0,False
VOA4841,VOA4841,CC,76.36591800000001,6.273626250905546,12.0202044056346,matched_models,FOLR1,higher,0.6551724137931034,0.6896551724137931,0.6724137931034483,0.6551724137931034,0.6810344827586208,0.6637931034482758,10.0,9.0,10.0,11.0,9.0,11.0,0.034482758620689724,True,30.0,False
TOV112D,TOV112D,EC,0.235291,0.3048509404363419,10.5890099548421,matched_models,FOLR1,higher,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.05172413793103448,0.08620689655172414,29.0,28.0,29.0,27.0,27.0,29.0,0.06896551724137931,False,30.0,False
VOA4395,VOA4395,EC,0.800624,0.8484969541658793,10.71661239917074,matched_models,FOLR1,higher,0.20689655172413793,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.10344827586206896,0.1724137931034483,26.0,26.0,27.0,24.0,24.0,27.0,0.13793103448275862,False,30.0,False
TOV2414,TOV2414,MC,16.574804999999998,4.135436776953669,11.49752646351765,matched_models,FOLR1,higher,0.3103448275862069,0.4482758620689655,0.3793103448275862,0.3103448275862069,0.41379310344827586,0.3448275862068966,20.0,19.0,17.0,20.0,17.0,20.0,0.13793103448275862,False,30.0,False
VOA8762,VOA8762,MC,167.918,7.400179260525492,13.08701512199516,matched_models,FOLR1,higher,0.7931034482758621,0.896551724137931,0.8448275862068966,0.7931034482758621,0.8706896551724138,0.8189655172413793,6.0,5.0,4.0,7.0,4.0,7.0,0.10344827586206895,True,30.0,False
VOA8771,VOA8771,MC,185.337832,7.54177680285054,13.39543017464236,matched_models,FOLR1,higher,0.8275862068965517,1.0,0.9137931034482758,0.8275862068965517,0.9568965517241379,0.8706896551724138,2.0,4.0,1.0,6.0,1.0,6.0,0.1724137931034483,True,30.0,False
VOA5217,VOA5217,MMMT,9.828783,3.436799208699513,11.07001641804832,matched_models,FOLR1,higher,0.27586206896551724,0.1724137931034483,0.22413793103448276,0.1724137931034483,0.19827586206896552,0.25,23.0,23.0,23.0,23.0,23.0,23.0,0.10344827586206895,False,30.0,False
VOA5436,VOA5436,MMMT,21.991406,4.523022789181979,11.48290872777383,matched_models,FOLR1,higher,0.41379310344827586,0.41379310344827586,0.41379310344827586,0.41379310344827586,0.41379310344827586,0.41379310344827586,18.0,16.0,17.0,18.0,16.0,18.0,0.0,False,30.0,False
BIN67,BIN67,SCCOHT,0.396289,0.4815975774468618,10.93357168306485,matched_models,FOLR1,higher,0.1724137931034483,0.13793103448275862,0.15517241379310345,0.13793103448275862,0.14655172413793105,0.16379310344827586,25.0,24.0,26.0,25.0,24.0,26.0,0.03448275862068967,False,30.0,False
COV434,COV434,SCCOHT,0.0,0.0,10.46720073664685,matched_models,FOLR1,higher,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,False,30.0,False
OV1369-R2,1369,HGS,0.26896,0.3436465934413079,11.10101719796016,selected_patient_representatives,FOLR1,higher,0.15384615384615385,0.23076923076923078,0.19230769230769232,0.15384615384615385,0.21153846153846154,0.17307692307692307,21.0,21.0,21.0,23.0,21.0,23.0,0.07692307692307693,False,27.0,False
OV1946,OV1946,HGS,0.0401551,0.05679866809441615,11.10408626786945,selected_patient_representatives,FOLR1,higher,0.038461538461538464,0.2692307692307692,0.15384615384615385,0.038461538461538464,0.21153846153846154,0.09615384615384615,23.0,25.0,21.0,24.0,21.0,25.0,0.23076923076923075,False,27.0,False
OV2085,OV2085,HGS,129.4970434,7.027873310589212,12.49526645592224,selected_patient_representatives,FOLR1,higher,0.7692307692307693,0.8076923076923077,0.7884615384615385,0.7692307692307693,0.7980769230769231,0.778846153846154,7.0,6.0,7.0,7.0,6.0,7.0,0.038461538461538436,True,27.0,False
OV2295,2295,HGS,277.29024,8.120446502143453,13.23451349569614,selected_patient_representatives,FOLR1,higher,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,27.0,False
OV3133-R,3133,HGS,376.972112,8.562135981460342,12.3929529380732,selected_patient_representatives,FOLR1,higher,1.0,0.7692307692307693,0.8846153846153846,0.7692307692307693,0.826923076923077,0.9423076923076923,4.0,6.0,6.0,2.0,2.0,6.0,0.23076923076923073,True,27.0,False
OV4453,OV4453,HGS,31.52373,5.023420817980344,11.41890129753219,selected_patient_representatives,FOLR1,higher,0.5,0.4230769230769231,0.46153846153846156,0.4230769230769231,0.4423076923076923,0.4807692307692308,13.0,14.0,16.0,14.0,13.0,16.0,0.07692307692307693,False,27.0,False
OV4485,OV4485,HGS,192.645749,7.597276020787592,13.08795244061893,selected_patient_representatives,FOLR1,higher,0.8846153846153846,0.9230769230769231,0.9038461538461539,0.8846153846153846,0.9134615384615384,0.8942307692307692,3.0,2.0,3.0,4.0,2.0,4.0,0.03846153846153855,True,27.0,False
OV866-2,OV866-2,HGS,0.0750092,0.10434900654736935,10.89042292311317,selected_patient_representatives,FOLR1,higher,0.07692307692307693,0.11538461538461539,0.09615384615384616,0.07692307692307693,0.10576923076923077,0.08653846153846154,25.0,23.0,25.0,26.0,23.0,26.0,0.038461538461538464,False,27.0,False
TOV3041G,TOV3041G,HGS,47.147105,5.589377148870807,12.22919311636462,selected_patient_representatives,FOLR1,higher,0.5769230769230769,0.6923076923076923,0.6346153846153846,0.5769230769230769,0.6634615384615383,0.6057692307692307,10.0,11.0,9.0,12.0,9.0,12.0,0.11538461538461542,True,27.0,False
TOV3291G,3291,HGS,2.67916,1.8793764178676295,11.58922940087884,selected_patient_representatives,FOLR1,higher,0.2692307692307692,0.5384615384615384,0.40384615384615385,0.2692307692307692,0.47115384615384615,0.33653846153846156,17.0,19.0,13.0,19.0,13.0,19.0,0.2692307692307692,False,27.0,False
OV3331,OV3331,HGS,21.457442,4.489121702764626,11.41398243099778,selected_patient_representatives,FOLR1,higher,0.4230769230769231,0.38461538461538464,0.40384615384615385,0.38461538461538464,0.3942307692307693,0.41346153846153844,17.0,15.0,17.0,16.0,15.0,17.0,0.038461538461538436,False,27.0,False
OV90,OV90,HGS,34.6031126,5.153931469120785,11.37273900267357,selected_patient_representatives,FOLR1,higher,0.5384615384615384,0.34615384615384615,0.4423076923076923,0.34615384615384615,0.39423076923076916,0.4903846153846154,15.0,16.0,18.0,13.0,13.0,18.0,0.1923076923076923,False,27.0,False
TOV21G,TOV21G,CC,78.37843999999998,6.310675304663016,11.90210626160201,selected_patient_representatives,FOLR1,higher,0.6923076923076923,0.5769230769230769,0.6346153846153846,0.5769230769230769,0.6057692307692307,0.6634615384615383,10.0,11.0,12.0,9.0,9.0,12.0,0.11538461538461542,True,27.0,False
TOV3392D,TOV3392D,CC,204.992456,7.686447692762436,12.78395328161519,selected_patient_representatives,FOLR1,higher,0.9230769230769231,0.8461538461538461,0.8846153846153846,0.8461538461538461,0.8653846153846154,0.9038461538461539,4.0,3.0,4.0,3.0,3.0,4.0,0.07692307692307698,True,27.0,False
VOA10816,VOA10816,CC,48.50294,5.6294423048768785,11.94621200680996,selected_patient_representatives,FOLR1,higher,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,12.0,10.0,11.0,11.0,10.0,12.0,0.0,True,27.0,False
VOA12539,VOA12539,CC,16.98583,4.168788832578848,11.24620289839869,selected_patient_representatives,FOLR1,higher,0.38461538461538464,0.3076923076923077,0.34615384615384615,0.3076923076923077,0.3269230769230769,0.3653846153846154,19.0,18.0,19.0,18.0,18.0,19.0,0.07692307692307693,False,27.0,False
VOA295,VOA295,CC,119.27339,6.910173677163581,12.34815463655884,selected_patient_representatives,FOLR1,higher,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,8.0,8.0,8.0,8.0,8.0,8.0,0.0,True,27.0,False
VOA4841,VOA4841,CC,76.36591800000001,6.273626250905546,12.0202044056346,selected_patient_representatives,FOLR1,higher,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539,9.0,9.0,10.0,10.0,9.0,10.0,0.0,True,27.0,False
TOV112D,TOV112D,EC,0.235291,0.3048509404363419,10.5890099548421,selected_patient_representatives,FOLR1,higher,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.057692307692307696,0.09615384615384615,26.0,25.0,26.0,24.0,24.0,26.0,0.07692307692307693,False,27.0,False
VOA4395,VOA4395,EC,0.800624,0.8484969541658793,10.71661239917074,selected_patient_representatives,FOLR1,higher,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.11538461538461539,0.1923076923076923,23.0,23.0,24.0,21.0,21.0,24.0,0.15384615384615385,False,27.0,False
TOV2414,TOV2414,MC,16.574804999999998,4.135436776953669,11.49752646351765,selected_patient_representatives,FOLR1,higher,0.34615384615384615,0.5,0.4230769230769231,0.34615384615384615,0.46153846153846156,0.3846153846153846,16.0,16.0,14.0,17.0,14.0,17.0,0.15384615384615385,False,27.0,False
VOA8762,VOA8762,MC,167.918,7.400179260525492,13.08701512199516,selected_patient_representatives,FOLR1,higher,0.8076923076923077,0.8846153846153846,0.8461538461538461,0.8076923076923077,0.8653846153846154,0.826923076923077,6.0,5.0,4.0,6.0,4.0,6.0,0.07692307692307687,True,27.0,False
VOA8771,VOA8771,MC,185.337832,7.54177680285054,13.39543017464236,selected_patient_representatives,FOLR1,higher,0.8461538461538461,1.0,0.9230769230769231,0.8461538461538461,0.9615384615384616,0.8846153846153846,2.0,3.0,1.0,5.0,1.0,5.0,0.15384615384615385,True,27.0,False
VOA5217,VOA5217,MMMT,9.828783,3.436799208699513,11.07001641804832,selected_patient_representatives,FOLR1,higher,0.3076923076923077,0.19230769230769232,0.25,0.19230769230769232,0.22115384615384617,0.27884615384615385,20.0,20.0,20.0,20.0,20.0,20.0,0.11538461538461539,False,27.0,False
VOA5436,VOA5436,MMMT,21.991406,4.523022789181979,11.48290872777383,selected_patient_representatives,FOLR1,higher,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,13.0,13.0,14.0,15.0,13.0,15.0,0.0,False,27.0,False
BIN67,BIN67,SCCOHT,0.396289,0.4815975774468618,10.93357168306485,selected_patient_representatives,FOLR1,higher,0.19230769230769232,0.15384615384615385,0.17307692307692307,0.15384615384615385,0.16346153846153846,0.1826923076923077,22.0,21.0,23.0,22.0,21.0,23.0,0.038461538461538464,False,27.0,False
COV434,COV434,SCCOHT,0.0,0.0,10.46720073664685,selected_patient_representatives,FOLR1,higher,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,False,27.0,False
OV1369-R2;TOV1369,1369,HGS,21.16449,2.885961838959804,11.51879993833014,patient_means_of_matched_models,FOLR1,higher,0.2692307692307692,0.5,0.3846153846153846,0.2692307692307692,0.4423076923076923,0.3269230769230769,17.0,18.0,14.0,19.0,14.0,19.0,0.23076923076923078,False,27.0,False
OV2295;OV2295-R2,2295,HGS,154.12268999999998,6.5592113025379835,12.405634241000751,patient_means_of_matched_models,FOLR1,higher,0.7307692307692307,0.8076923076923077,0.7692307692307692,0.7307692307692307,0.7884615384615385,0.75,8.0,7.0,6.0,8.0,6.0,8.0,0.07692307692307698,True,27.0,False
OV3133-R;TOV3133G,3133,HGS,544.8054559999999,9.020593113430118,11.99085421915947,patient_means_of_matched_models,FOLR1,higher,1.0,0.6538461538461539,0.8269230769230769,0.6538461538461539,0.7403846153846154,0.9134615384615384,5.0,8.0,8.0,3.0,3.0,8.0,0.34615384615384615,True,27.0,False
TOV3291G,3291,HGS,2.67916,1.8793764178676295,11.58922940087884,patient_means_of_matched_models,FOLR1,higher,0.23076923076923078,0.5384615384615384,0.3846153846153846,0.23076923076923078,0.46153846153846156,0.3076923076923077,17.0,20.0,13.0,20.0,13.0,20.0,0.30769230769230765,False,27.0,False
